word,definition,translation
F.,,"[医] 华氏温度, 作成, 制成, 视野, 法国导尿管尺寸, 棱[形杆]菌属, 处方, 公式\n             氟(9号元素), 吉伯(磁动势的单位)"
F. and R.,,[医] 力与节律(脉)
F. D.,,"[医] 焦点距离, 焦距"
F. D. P.,,[医] 右额后位(胎儿)
F. D. Roosevelt,,[网络] 圣奥依斯坦图斯机场
F. F. T.,,[医] 闪变熔阈
F. G. Banting,,[网络] G. Banting
F. h.,,[医] 制成顿服剂
F. l. a.,,[医] 按常规做
F. L. P.,,[医] 左额后胎位
F. L. T.,,[医] 做额横胎位
F. M.,,[医] 制成合剂
F. p.,,[医] 制成饮剂; 冰点
F. pil.,,[医] 制成丸剂
F. R.,,"[医] 絮凝反应, 絮状反应(检梅毒)"
F. s. a.,,[医] 须精巧操作
F. Scott Fitzgerald,,[网络] 斯科特菲茨杰拉德；弗朗西斯·菲茨杰拉德；美国作家菲茨杰拉德
F. U. O.,,[医] 发热原因不明
F. vs.,,[医] 放血
F.1081,,"[医] 福诺一零八一, 2-甲氧基-5-碘苯氧乙基二乙胺"
F.1162,,"[医] 福诺一一六二, 磺胺, 氨苯磺胺"
F.1262,,"[医] 福诺一二六二, 2-二乙氨基乙氧基联苯"
F.1358,,"[医] 福诺一三五八, 达普宋(4,4'-二氨二苯砜)"
F.190,,"[医] 福诺一九零, 乙酰胂胺, 斯托乏索"
F.2559,,[医] 三乙碘化三(β-二乙氨乙氧基)苯
F.309,,"[医] 福诺三零九, 苏拉明钠"
F.664,,"[医] 福诺六六四, 8-(3-二乙氨基-2,2-二甲基丙氨基)-6-甲氧基喹啉"
F.693,,"[医] 福诺六九三, 扑疟喹啉"
F.710,,"[医] 福诺七一零, 罗多奎"
F.883,,"[医] 福诺八八三, 2-乙氨基乙基-1,4-苯并二┧烷"
F.933,,"[医] 福诺九三三, 2-六氢吡啶甲基-1,4-苯并二┧烷"
F.A.,,[医] 战地救护车
F.D.A.,,[医] 右额前位(胎儿)
F.I.S.C.,,n. 国库；皇室或王室的财库
F.L.A.,,[医] 左额前位(胎儿)
F.S. process,,[机] F.S.造模法
f/v converter,,[电] 频率电压变换器
F/X,,特技效果
F0L syetem,,[计] 带有限公理集的林氏无关系统
F1,,[医] 第一子代
F2,,[医] 第二子代
F2F,,[计] 面对面
F3,,[医] 第三子代
f4,,n. 中国台湾的一个男子组合
FA,n. the syllable naming the fourth (subdominant) note of the diatonic scale in solmization,"(英国)足球协会, 战地救护车, 野战救护队, 野战炮, 野战炮兵, 美术, 急救\n[医] 脂肪酸"
fa la,,n. 法拉曲（流行于15到17世纪欧洲的一种合唱曲）
fa-la,,n. 法拉歌
fa-las,plural of fa-la,(fa-la 的复数) n. 法拉歌
FAA,n an agency in the Department of Transportation that is responsible for the safety of civilian aviation,一切海损均不赔偿
faaa,,abbr. Fellow of the American Academy of Allergy 美国过敏症状研究院会员
faan,,abbr. Fellow of the American Academy of Nursing 美国护理专业研究院会员; First Advertising Agency Network 头条广告部门网络
faap,, [医][=Fellow of the American Academy of Pediatrics]美国儿科学学会员
faar,,abbr. forward area alerting radar 前沿地区警戒雷达
faas,,abbr. flamless atomic absorption spectrophotometry 无火焰原子吸收光谱法; flexible automated assembly system 柔性自动化装配系统
fab,s extremely pleasing,"a. 绝好的, 极妙的\n[化] 快速原子轰击离子源"
Fabaceae,,n. 豆科；蝶形花科
fabaceous,a. Having the nature of a bean; like a bean.,a. 豆的
fabbri,, [人名] 法布里
fabel,, [人名] 费伯尔
fabella,"n. One of the small sesamoid bones situated behind the\n   condyles of the femur, in some mammals.",[医] 腓肠豆(腓肠肌内籽状纤维软骨)
fabellae,pl.  of Fabella, [医][拉] 〔单fabella〕腓肠豆
Faber,s extremely pleasing,n. 法伯尔
Faber flaw,,[电] 法伯缺陷
Faber viscosimeter,,[化] 法伯尔粘度计
Faber's anemia,,"[医] 法伯尔氏贫血, 胃液缺乏性贫血"
fabere sign,,[医] 屈展旋伸征
fabere tests,,[医] 屈展旋伸试验(检髋关节炎)
faberfkaw,,n. 法伯缺陷
faberg,,abbr. Fachnormenausschuss Bergbau （德语）采矿标准委员会
faberge,, [人名] 费伯奇
Fabia,,n. (Fabia)人名；(法)法比亚
fabian,n. a member of the Fabian Society in Britain\na. of or relating to Fabianism\ns. using cautious slow strategy to wear down opposition; avoiding direct confrontation,"a. 费边式的, 拖延时间的\nn. 费边社社员, 费边社支持者"
Fabian Society,,费边学社(主张以和平缓进的手段实现社会主义)
Fabiana,n genus of South and Central American heathlike evergreen shrubs,[医] 皮契茄属
Fabiana imbricata,,"[医] 皮契茄(南美一种茄科植物,其嫩叶用于膀胱炎)"
fabiani,, [人名] 法比亚尼
fabianism,n. socialism to be established by gradual reforms within the law,n. 费边主义
Fabianist,,n. 费边主义者
fabianite,,法氏硼钙石
fabians,plural of fabian\nn. a member of the Fabian Society in Britain\na. of or relating to Fabianism\ns. using cautious slow strategy to wear down opposition; avoiding direct confrontation,"(fabian 的复数) a. 费边式的, 拖延时间的\nn. 费边社社员, 费边社支持者"
fabiatrin,,[化] 法荜枝苷
fabien,,n. (Fabien)人名；(法)法比安；(德)法宾
fabienne,,"n. (Fabienne)人名；(法)法比耶娜(女名), 法比耶纳"
fabinaist,,n. 费边主义者\na. 费边主义的
fabio,,n. 法比奥（意大利常用名）
Fabiola,,n. (Fabiola)人名；(西)法维奥拉；(法、瑞典)法比奥拉
fabism,,蚕豆病
Fabius,,"费比乌斯(费边)(公元前275-前203, 古罗马政治家、将军, 以避免与敌直接作战和采取拖延的战略使敌师疲于奔命, 终于战胜迦太基军队)"
fable,n. a short moral story (often with animal characters),"n. 寓言, 神话, 谎言\nvi. 虚构, 作寓言"
fable up,,"虚构,杜撰"
fabled,s. celebrated in fable or legend,"a. 寓言(或传说、神话)中的, 虚构的"
fabler,n. A writer of fables; a fabulist; a dealer in untruths or\n   falsehoods.,"n. 编寓言者, 虚构情节者\n[法] 虚构情节者"
fables,n. a deliberately false or improbable account\nn. a short moral story (often with animal characters)\nn. a story about mythical or supernatural beings or events,"n. 寓言( fable的复数形式 ); 神话, 传说"
fabless adj. looks like it might be a denigrating term for someone who is insufficiently fabulous,,[网络] 无晶圆厂看起来可能对于一个不太棒的人来说可能是一个诋毁的术语
fabliau,"n. One of the metrical tales of the Trouveres, or early poets\n   of the north of France.",n. (中世纪法国的)故事诗
fabliaus,"plural of fabliau\nn. One of the metrical tales of the Trouveres, or early poets\n   of the north of France.",(fabliau 的复数) n. (中世纪法国的)故事诗
fabliaux,pl.  of Fabliau,n. （法国早期诗歌中的）故事诗（常粗俗而幽默）( fabliau的名词复数 )
fabling,p. pr. & vb. n. of Fable,"v. 讲故事, 编寓言（fable的现在分词形式）"
Fabre,,"法布尔(Jean Henri, 1823-1915, 法国昆虫学家及著作家)"
Fabre's tests,,[医] 法布尔氏试验(检巴比妥)
fabriano,, [地名] [意大利] 法布里亚诺
fabric,n. artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,"n. 织物, 布, 结构, 构造, 建筑物\n[经] 组织, 建筑物, 工厂"
fabric bearing,,[化] 夹布胶木轴承
fabric bias cutting machine,,[化] (胶布斜裁)裁断机
fabric doubler,,[化] 层布贴合机
fabric filter,,[化] 织物过滤器
fabric fuel tank,,[化] 织物油箱; 软燃料箱
fabric ribbon,,[计] 纺织色带
fabric softener,,[化] 织物柔软剂
fabric tyre,,[化] 帘布轮胎
fabric-based laminate,,[化] 碎布塑料
fabricable,,a. 能加工成形的
fabricaion,,"[法] 制造, 装配, 捏造"
fabricant,n. One who fabricates; a manufacturer.,"n. 制作者, 假造者\n[法] 制造者, 制作者"
fabricared,,[计] 人工的
fabricared language,,[计] 人工语言
fabricate,v. make up something artificial or untrue,"vt. 制造, 建造, 装配, 伪造"
fabricated,s. formed or conceived by the imagination,"a. 焊接的；组合的, 装配式的"
fabricated by the buyer,,[化] 由买方制造
fabricated material,,"[经] 自制原料, 预制件, 构件"
fabricated product,,[化] 加工制品
fabricated structure,,[化] 装配式结构
fabricates,"v put together out of artificial or natural components or parts; He manufactured a popular cereal""\nv make up something artificial or untrue",v. 编造( fabricate的第三人称单数 ); 伪造; 建造; 制造
fabricating,p. pr. & vb. n. of Fabricate,v. 编造( fabricate的现在分词 ); 伪造; 建造; 制造
fabricating cost,,[化] 安装费; 安装费用; 制造费; 制造费用\n[经] 制作(装配)成本
fabricating plant,,[化] 加工厂
fabrication,n. a deliberately false or improbable account\nn. writing in a fictional form\nn. the act of making something (a product) from raw materials,"n. 制造, 建造, 虚构的谎言\n[医] 虚谈症"
fabrication holes,,[电] 构造洞
fabrication of evidence,,[法] 伪造证据
fabrication of false evidence,,[法] 制造伪证
fabrication of parts,,[经] 零件部加工
fabrication on site,,[化] 现场制作
fabrication order,,[计] 生产凭单
fabrication process,,[化] 制造工艺
fabrications,n. a deliberately false or improbable account\nn. writing in a fictional form\nn. the act of making something (a product) from raw materials,n. 制造( fabrication的复数形式 ); 组建; 构造物; 捏造
fabricator,n someone who tells lies,"n. 制作者, 假造者, 杜撰者\n[化] 金属加工厂"
fabricators,plural of fabricator\nn someone who tells lies,"(fabricator 的复数) n. 制作者, 假造者, 杜撰者\n[化] 金属加工厂"
fabrice,,n. 法布里斯（男子名）
Fabricius,,n. 赘言作家
Fabricius ship,,[医] 法布里齐奥氏舟(蝶枕额骨的轮廓)
Fabriclinae,,法帚虫亚科
fabrics,n artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers\nn the underlying structure,n. 纤维织物（fabric的复数）
Fabricus-Moller urine tests,,[医] 法-莫二氏尿试验(检尿淀粉酶)
Fabrikoid,,n. 防水仿皮布
fabris,, [人名] 法布里斯
fabrizio,,法布里齐奥（人名）
fabro,, [地名] [意大利] 法布罗
fabrography,,网印技术
fabroil,,"夹布胶木, 纤维胶木"
fabry-perot,, 法布里-珀罗
Fabry-Perot etalon,,[化] 法布里-珀罗标准具
Fabry-Perot filter,,[化] 法布里-珀罗滤波器
Fabry-Perot interferometer,,[化] 法布里-珀罗干涉仪
Fabry-Perot resonator,,[化] 法布里-珀罗共振腔
fabs,-s form of fab\ns extremely pleasing,"(fab 的第三人称 -s形式) a. 绝好的, 极妙的\n[化] 快速原子轰击离子源"
fabu,,abbr. Fleet Air Base Unit 海军航空兵基地群; fuel additive blender unit 燃料加添揽拌器
fabular,,a. 寓言的
fabulation,,"[医] 虚谈症, 虚构症"
fabulist,n. a person who tells or invents fables,"n. 寓言家, 说谎者"
fabulistic,,a. fabulist的变形
fabulists,plural of fabulist\nn. a person who tells or invents fables,"(fabulist 的复数) n. 寓言家, 说谎者"
fabulize,"v. i. To invent, compose, or relate fables or fictions.","v. 编造寓言, 讲述寓言故事"
fabulized,imp. & p. p. of Fabulize,vt. 编造寓言
fabulizing,p. pr. & vb. n. of Fabulize,vt. 编造寓言
fabulosity,n. Fabulousness.\nn. A fabulous or fictitious story.,"n. 传说性质, 非现实性, 寓言性"
fabulous,s. extremely pleasing\ns. based on or told of in traditional stories; lacking factual basis or historical validity\ns. barely credible,"a. 传说的, 寓言般的, 难以置信的"
fabulously,r. exceedingly; extremely,adv. 非常(富有的/伟大的)
fabulousness,,n. 荒唐无稽;无理
fabyan,, [人名] 费边
fac,"n. A large ornamental letter used, esp. by the early printers, at\n   the commencement of the chapters and other divisions of a book.",abbr. 空军前进引导员（forward air controller）；联邦咨询委员会（Federal Advisory Council）；联邦航空委员会（Federal Aviation Commission）
FAC color,,[化] FAC色度
FAC colour,,[化] FAC色度
faca,, [医][=fellow of the american college of anesthesiologists]美国麻醉师学会会员
facade,n. the face or front of a building\nn. a showy misrepresentation intended to conceal something unpleasant,"n. 建筑物的正面, 外观, 表面"
facade of honesty,,伪装诚实
facade of neutrality,,"貌似中立,表面上的中立"
facade of wealth,,"卖富,显财露富,炫耀财富"
facades,n. the face or front of a building\nn. a showy misrepresentation intended to conceal something unpleasant,"n. <建>（房屋的）正面( facade的复数形式 ); 假象, 外观"
facc,,abbr. fear 恐怖; 害怕; 担心; 敬畏
facctte,,柱槽突面
face,n. the front of the human head from the forehead to the chin and ear to ear\nn. the general outward appearance of something\nn. the striking or working surface of an implement\nn. a part of a person that is used to refer to a person,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件"
face about,,"转过身, 改主意"
face ague,,[医] 三叉神经痛
face amount,,"[经] 票面金额, 面值"
face angle,,[机] 面角
face away,,把脸转到一边
face balance,,[医] 面平衡
face bend test,,[化] 表面弯曲试验
face blade setting angle,,[机] 面铣刀片装置角
face bonding,,[计] 面接技术
face book,,n. 脸谱网
face cam,,"[机] 面凸轮, 有槽凸轮"
face card,,(纸牌)人头牌(扑克牌的J.Q.K)
face centered lattice,,[化] 面心点格
face character nonimpact printing technique,,[计] 非击打式表面字符印刷技术
face classification,,"[计] 面分类法, 面貌分类"
face clause,,[经] 提单正面条款
face clearance angle,,[机] 面铣留隙角
face cloth,, 方巾
face coat,,[化] 表层涂层
face cord,,(薪木的)面考(虚积垛)
face cream,, 面霜
face cuter,,[机] 平面铣刀
face cutting edge angle,,[机] 面锋缘角
face down,,"压倒, 降服"
face flange,,[化] 平面法兰
face fly,, [医]秋家蝇; 面蝇
face fungus,,[网络] 面真菌
face gear,,[机] 平面齿轮
face grinding,,[机] 平面轮磨
face grippee,,[医] 腹病面容
face growth pattern,,[医] 面生长型
face guard,,[化] 面具; 防护面具
face guide,,"[医] 面导, 面标"
face lathe,,[机] 平面车床
face lift,, 面部拉皮手术
face lifting,,"整形美容术,脸部去绉术"
face mark,,[化] 面层符号(木材的一个面上刻划的显著符号)
face mask,,"[化] 面具; 防护面具\n[医] 面印模罩, 面罩"
face mill,,[机] 平面铣刀
face milling cutter,,[机] 平面铣刀
face mite,,"[医] 脸螨, 毛囊脂螨"
face of crystal,,[化] 晶面
face of cut,,[化] 切割面
face of instrument,,[法] 票面
face of life,,"现况,必须面对的人生现实"
face of tooth,,[机] 齿面
face of value,,"[法] 票面价值, 表面价值"
face of weld,,[化] 焊面; 焊接面; 焊缝表面; 焊缝外表面
face off,,"和...对抗, (冰球赛中)开球, 把...坚持到底"
face on,,"俯视,俯瞰"
face out,, 勇敢地应对
face pack,,n. 面膜
face par,,[经] 票面价格
face phenomenon,,"[医] 面现象, 沃斯特克氏征"
face plate,,[机] 面板
face powder,,[化] 香粉
face presentation,,[医] 面先露
face recognition,, [计]面貌识别
face relief angle,,[机] 面离隙角
face round,,"转过身, 改主意"
face saver,, 护脸面具
face saving,, 爱面子
face shield,,[机] 护面罩
face side,,[化] 正面; 木面(木材有面层答的一面)
face soap,, 洗脸皂
face sth out,,把某事坚持到底
face sth. out,,"以厚颜战胜, 把某事坚持到底"
face the fact,,"正视事实,勇敢地面对事实"
face the music,,"勇于承担责任, 临危不惧"
face time,, 会面时间
face to,,v. 朝向
face to face,,面对面
face to face with...,,"与...面对面, 面临..."
face towel,, 毛巾
face up,,[化] 面朝上
face up bonding,,[化] 面朝上焊接
face up to,,勇敢地面对
face up to...,,"大胆面向..., 勇敢地对付..."
face validity,,[计] 表面有效性
face value,,"n. 票面价值, 表面价值; 票额; 面值"
face veil,,[网络] 面纱
face width,,[机] 齿面宽
face with,, 使面临; 把…摆在面前; 用…覆盖; 抹上
face(-plate) lathe,,[化] 落地车床; 端面车床
face-ache,,n. 面部神经痛
face-amount certificate company,,[网络] 面值证书公司；面额证券公司
face-bonding,,[电] 正接
face-bow,,[医] 面弓
face-bridging ligand,,[机] 面桥配基
face-centerd cubic structure,,[电] 面心立方体结构
face-centered,,[电] 面心的
face-centered crystal,,[化] 面心晶体
face-centered cubic lattice,,[化] 面心地方点格; 面心地方晶格; 面心地方格子
face-centered grating,,[化] 面心点格; 面心晶格; 面心格子
face-centered lattice,,[化] 面心点格; 面心晶格; 面心格子
face-centered orthorhombic,,[化] 面心正交的
face-centred,,a. 面心的
face-change character,,[计] 字形变化字符
face-cream,,n. 润肤香脂
face-down,,adv. 面朝下地
face-down bonding,,[计] 倒焊法
face-down feed,,[计] 背面馈送
face-harden,v. harden steel by adding carbon,vt. 使...的表面硬化
face-hardened,v harden steel by adding carbon,v. 使表面硬化( face-harden的过去式和过去分词 )
face-hardening,v harden steel by adding carbon,v. 使表面硬化( face-harden的现在分词 )
face-hardens,v harden steel by adding carbon,v. 使表面硬化( face-harden的第三人称单数 )
face-lift,v perform cosmetic surgery on someone's face,"v. 翻新门面, 作整形手术\nn. 翻新"
face-lifting,v perform cosmetic surgery on someone's face,"n. 消除皱纹美容术, 翻新, 改建"
face-lifts,plural of face-lift\nv perform cosmetic surgery on someone's face,"(face-lift 的复数) v. 翻新门面, 作整形手术\nn. 翻新"
face-mask,,面罩；面具
face-masks,plural of face-mask,(face-mask 的复数) 面罩；面具
face-off,n. (ice hockey) the method of starting play; a referee drops the puck between two opposing players,"n. (冰球比赛中)开球, 对立"
face-offs,plural of face-off\nn. (ice hockey) the method of starting play; a referee drops the puck between two opposing players,"(face-off 的复数) n. (冰球比赛中)开球, 对立"
face-pack,,"美容洁肤膏, 面霜"
face-packs,plural of face-pack,"(face-pack 的复数) 美容洁肤膏, 面霜"
face-painting,,n. 化妆，化妆术
face-parallel cut,,[电] 平行面切截
face-perpendicular cut,,[电] 垂直面切截
face-plate,, 面板
face-saver,,n. 保全面子的举动
face-savers,,n. 保全面子者( face-saver的复数形式 )
face-saving,s. maintaining dignity or prestige,"a. 保全体面的, 顾全面子的"
face-time,,n. <美><俚>保镖时间
face-to-face,s. in each other's presence\nr. within each other's presence\nr. directly facing each other,adv. 面对面
face-up,, [计][NT]大容量送纸器
face-up bonding,,[计] 正焊法
face-up feed,,[计] 正面馈送
facebar,,n. (摔跤运动中的)夹脸
facebook,,n. 脸谱网
Facebook crush,"A crush on a FB friend is characterized by the unexplainable urge to revisit the friend's Photos tab repeatedly and checking to see if other friends have written new messages on their Wall. Usually afflicts users who are only somewhat acquainted.\n> ""I've got a Facebook crush on a guy I was going to rent a room from, but in the end we just friended each other.""\n",
facebook fever,"noun: \r\n\r\nThe uncontrollable urge to check one's facebook every time one comes in contact with a computer. \n> Sam:  ""Dude, you've been on the computer for four hours reloading the same page. Don't you have a final exam tomorrow?""\n> Kyle:  ""Facebook Fever.""\n> Sam: ""No one has posted on your wall in days.""\n> Kyle: ""How do you know? They could have posted in between now and the last time that I reloaded the page!""\n",
Facebook Foreplay,"Writing increasingly sexy messages back and forth using facebook, or a similar social networking site, as a medium.\n> The facebook foreplay was hot, but in person it just wasn't there.\n",
Facebook Minute,"(n) an elongated and obscure period of time spent distracted on Facebook when the original intent was to merely check your messages.\n> Dude, where’s Mark?\n> Oh, he just ran inside to check his messages really quick. He’ll back in a Facebook minute.\n> Fuck, we’re never gonna eat now.\n",
facebook mommy,"1) One who is a worthless mom in real life but posts photos of them with their kids like; #lovemybabies #kidsaremylife\n\n2) A mom who spends 5 hours a night at the club, 10 hours a day asleep, 4 hours a day working, 2 hours a day shopping/eating/drinking coffee with her girls, an hour and a half showering and getting dressed, and 30 minutes with her kids taking ""usies"" and posting to facebook using hashtags such as: #mylife #allaboutthem #allday #mommasangel\n> ""Girl did you see Becky on Facebook with her kid?""\n> ""Yeah girl, we had just come home from the club when she took it! We were so wasted!""\n> ""Yeah she's a total facebook mommy!""\n",
Facebook necrologist,"a person who never misses a chance to post a ""R.I.P. [insert name]"" status update in Facebook as soon as any celebrity dies.\n> My News Feed is full of fucking Facebook necrologists updating me on Amy Winehouse's death for 38th time in the last 2 hours.\n",
facebook wit,"The intellegent humor that nearly everyone seems to gain when they have a half an hour to contemplate a witty response. It is usually a bad comparison to a person's actually conversational skills since they can sit and contemplate the response for as long as they need.\n> (Facebook wit conversation)\n> Susie (7:12): So... supposedly the world is ending on Saturday...\n> Dan: (7:32): Hell yeah! (pun totally intended ;)\n> Susie (7:34): You think you'll still be here after the rapture?\n> Dan: (8:01): Oh, I'm throwing a rapture party! Devil juice and Satan cakes, with the Antichrist spinning!\n> Susie: (8:04): ROFL!\n> (Real conversation)\n> Susie (7:12): So... supposedly the world is ending on Saturday...\n> Dan (7:13): Oh, wow, that's really interesting...\n> (Crickes chirping)\n",
Facebrag,"To use Facebook as a platform to brag. Normally about a job, internship, trip, purchase or anything else that nobody really needs to know but you'd like to tell everyone because you're awesome.\n> Sample Facebook Status: Jane Stephens is headed to London with her new iPhone for her 2nd JOB INTERVIEW!!!!! :))))\n> ""Hey, did you see Jane's newest Facebrag? Eesh.""\n",
facecloth,,"n. 洗脸毛巾, 光面呢"
faced,a. having a face or facing especially of a specified kind or number; often used in combination,a. 有某种面孔或表情的
faced crystal,,[电] 晶面
faced with,,面临
facedown,,"n. <美>直接对抗, 摊牌"
faceful,,adj. 满脸的
faceless,a. without a face or identity,"a. 无面的, 无个性的, 匿名的, 无名的"
facelessness,,"n. 缺乏个性, 无个性"
facelift,n plastic surgery to remove wrinkles and other signs of aging from your face; an incision is made near the hair line and skin is pulled back and excess tissue is excised\nn a renovation that improves the outward appearance (as of a building) but usually does not involve major changes,n. 除去面部皱纹的整容手术
facelifted,past tense of facelift\nn plastic surgery to remove wrinkles and other signs of aging from your face; an incision is made near the hair line and skin is pulled back and excess tissue is excised\nn a renovation that improves the outward appearance (as of a building) but usually does not involve major changes,(facelift 的过去时) n. 除去面部皱纹的整容手术
facelifting,,整容术
facelifts,plural of facelift\nn plastic surgery to remove wrinkles and other signs of aging from your face; an incision is made near the hair line and skin is pulled back and excess tissue is excised\nn a renovation that improves the outward appearance (as of a building) but usually does not involve major changes,(facelift 的复数) n. 除去面部皱纹的整容手术
facellite,,[矿]钾霞石
facemask,," [医]面罩, 面具"
facemasks,plural of facemask,"(facemask 的复数)  [医]面罩, 面具"
facemix,,水泥石屑拌合料
faceoff,,"n. 开球, 对峙, 敌对, 面对面的会议"
faceometer,,[医] 面直径测量器
facepalm,, 用手捂住脸
facepeice(of mask),,[化] (防毒面具)面罩
facepiece,,"[医] 面具, 面壳"
faceplate,n. a protective covering for the front of a machine or device (as a door lock or computer component),"n. 面板, 花盘\n[电] 阴极射线管萤幕"
faceplates,plural of faceplate\nn. a protective covering for the front of a machine or device (as a door lock or computer component),"(faceplate 的复数) n. 面板, 花盘\n[电] 阴极射线管萤幕"
facer,n. (a dated Briticism) a serious difficulty with which one is suddenly faced,"n. 面部所受的打击, 意外的打击"
faces,"n the front of the human head from the forehead to the chin and ear to ear\nn the feelings expressed on a person's face\nn the general outward appearance of something\nn the striking or working surface of an implement\nn a part of a person that is used to refer to a person\nn a surface forming part of the outside of an object\nn the part of an animal corresponding to the human face\nn the side upon which the use of a thing depends (usually the most prominent surface of an object)\nn a contorted facial expression\nn a specific size and style of type within a type family\nn status in the eyes of others\nn impudent aggressiveness\nn a vertical surface of a building or cliff\nv deal with (something unpleasant) head on\nv oppose, as in hostility or a competition\nv be oriented in a certain direction, often with respect to another reference point; be opposite to\nv be opposite\nv turn so as to face; turn the face in a certain direction\nv present somebody with something, usually to accuse or criticize\nv turn so as to expose the face\nv line the edge (of a garment) with a different material\nv cover the front or surface of",n. 脸面；脸色；表面（face的复数）
facet,n. a smooth surface (as of a bone or cut gemstone),"n. (多面体的)面, 方面, 琢面\n[医] 小平面, 小面"
facet analysis,,[计] 逐面分析法
facet fracture,,[机] 粗晶面
facet name,,[计] 侧面名
facet plane,,[网络] 小平面
facete,a. Facetious; witty; humorous.,"a. 滑稽的, 很有情趣的"
facetectomy,,[医] 椎骨关节面切除术
faceted,a. having facets,a. 有小面的
faceted classification,,[计] 分面分类法
faceted code,,[计] 表面代码
facetiae,n. pl. Witty or humorous writings or saying; witticisms;\n   merry conceits.,"n. 打趣文字, 诙谐妙语, 黄色小说"
facetime,, 视频聊天; 视频通话; 露面时间; 会面时间
faceting,p. pr. & vb. n. of Facet, 小面化
facetious,s cleverly amusing in tone,"a. 滑稽的, 爱开玩笑的"
facetiously,r. not seriously,"adv. 滑稽地, 爱开玩笑地"
facetiousness,n. playful humor,n. 滑稽
facets,n. a distinct feature or element in a problem\nn. a smooth surface (as of a bone or cut gemstone),n. （宝石或首饰的）小平面( facet的复数形式 ); （事物的）面; 方面
facette,"n. See Facet, n.","[医] 小平面, 小面"
facetted,,n. (宝石的)刻面；(性格等的)某一方面\nvt. 在…上刻面或琢面：\nvi. 【地质学】(经风蚀、雨蚀等)被磨蚀
faceup,,adv. 面部朝上地
facework,"n. The material of the outside or front side, as of a wall\n   or building; facing.", 饰面料
faceworker,,"n. 表面, 外表；面层；【建筑学】饰面"
faceworkers,plural of faceworker,"(faceworker 的复数) n. 表面, 外表；面层；【建筑学】饰面"
facey,, [人名] 费西
fache,, [人名] 法什
facia,n a sheet or band of fibrous connective tissue separating or binding together muscles and organs etc,n. （英）仪表板；招牌（等于fascia）
