word,definition,translation
E. L. Doctorow,,[网络] 多克托罗
E. M. S.,,[医] 急救医疗组织
E. N. T.,,[医] 耳鼻喉
E. O. Lawrence,,[网络] E.劳伦斯
E. O. Wilson,,[网络] 威尔森；生物学家威尔森；威尔逊
E. R.,,[医] 外[电]阻
E. T. A. Hoffmann,,[网络] E. T.霍夫曼
E. T. S. Walton,,[网络] E.T.沃尔顿
E. W. Morley,,[网络] 莫里
E.-C. mixture,,"[医] 氯仿醚合剂, 缓和醚"
E.-M. B. agar,,[医] 曙红美蓝琼脂
E.C.T.,,[医] 电惊厥疗法
E.europe,,[经] 东欧
e.g.,r as an example,举例来说
E.german,,"[经] 东德的, 东德人的"
E.germany,,[经] 东德
E.M.F.,,"[医] 电动势, 红细胞成熟因子"
E.S.E.,,[医] 静电单位
E.S.P.,,abbr. English for Specific (或 Special) Purposes 专用英语
E.S.R.,,[医] 红细胞沉降率
E.S.T.,,[医] 电休克疗法
e.s.u,,[医] 静电单位
E1059,,"[医] 内吸磷, 地灭通, E一零五九, 二乙基乙巯乙基硫代磷酸酯(有机磷杀虫剂)"
E2,,[计] 电子娱乐
E600,,"[医] 对氧磷, 二乙基对硝基苯磷酸酯, 一六零零, E六零零(有机磷杀虫剂)"
E605,,"[医] 对硫磷, E六零五, 一六零五, 二乙基对硝基苯硫代磷酸酯(有机磷杀虫剂)"
EA,n. the Babylonian god of wisdom; son of Apsu and father of Marduk; counterpart of the Sumerian Enki; as one of the supreme triad including Anu and Bel he was assigned control of the watery element,"[计] 有效地址, 单元动作, 外部访问\n[医] 卵白蛋白, 红细胞抗体"
Ea.R.,,[医] 变性反应
eaa,,abbr. essential amino acid 必要氨基酸; ethylene acrylic acid 乙烯基丙烯酸
eab,, [医][=elective abortion]选择性流产
EAC,,[医] 红细胞抗体补体
EACA,,[化] 6-氨基己酸
eacapement,,擒纵系统
eacarditis,,[医] 心内膜炎
eacc,, [医][=external auditory canal cholesteatoma]外耳道胆脂瘤
each,s. (used of count nouns) every one considered individually\nr. to or from every one of two or more (considered individually),"a. 每个, 每一\nadv. 每个\npron. 每个, 个人, 各自"
each and all,,"人人,大家,全部,统统"
each and every,,每个
each day,,每天
each month,,各月份\n每个月
each of,,每个
each of the contracting parties,,[经] 缔约各方
each other,,彼此
each run,,[化] 每次行程; 每次运行
each time,,"每次, 总是, 每当"
each way,,[经] 两面取佣金
each week,,每周
each year,,每年
eachother,,na. 彼此；互相\n[网络] 相互；海誓山盟；两棵树
eachwhere,adv. Everywhere.,adv. [废语] =everywhere
Eacles,,[网络] 眼镜
Eacles imperialis,,[网络] 眼镜帝国
ead,,abbr. 放电涂覆处理（Electro Arc Depositing）；平衡的空气蒸馏（Equilibrium Air Distillation）
ead.,,[医] 同样
eade,, [人名] [英格兰人姓氏] 伊德女子名Edith的中世纪英语简称; [人名] [英格兰人姓氏] 伊德 Adam的中世纪英语简称
eades,," [人名] [英格兰人姓氏] 伊兹取自父名或母名，来源于Eade,含义是“伊德之子”(son of Eade)"
eadie,," [人名] [英格兰人姓氏] 伊迪 Eade的昵称; [女子名] 伊迪来源于古英语，含义是“富有的，愉快的”(rich,happy)"
eadmer,, 爱德玛
eadquarters,,n. 大本营
eadr,,abbr. EEPROM address 电可擦可编程只读存储器地址
eadred,past tense of eadr,(eadr 的过去时) abbr. EEPROM address 电可擦可编程只读存储器地址
Eads,,伊兹(姓氏)
Eadward,,n. (Eadward)人名；(英)爱德华
eadweard,, [人名] 埃德沃德
Eadweard Muybridge,,n. 埃德沃德·迈布里奇
Eadwig,,[网络] 埃德威；德威格
Eadwine,,埃德温(=Edwin)
eady,,伊迪
EAE,,[计] 扩充运算单元
eaea,,abbr. European Atomic Energy Agency 欧洲原子能机构
eaf,,abbr. emergency action file 紧急事件行动档案
eafe,,"abbr. Europe, Australia and Far East (index) 欧洲，澳大利亚和远东（索引）"
eag,,abbr. e antigen e抗原
Eagan,,伊根（人名）
eage,,abbr. 欧洲地质学家与工程师学会（European Association of Geoscientists &Engineers）；航空航天地面电子设备（Electronic Aerospace Ground Equipment）；欧洲胃肠病学会
eagen,, [人名] 伊根
eager,a. having or showing keen interest or intense desire or impatient expectancy,"a. 热心的, 渴望的, 热望的"
eager beaver,,"工作勤奋的人,干活卖力的人,巴结上司的人,野心勃勃者"
eager-beaver,,adj. 讨好卖乖的，野心勃勃的
eagerl,,"热心地,热切地"
eagerly,r. with eagerness; in an eager manner,"adv. 渴望, 热衷于, 热切"
eagerness,n. a positive feeling of wanting to push ahead with something,n. 热心
eagers,, 伊格斯
eagle,n. any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight\nn. (golf) a score of two strokes under par on a hole\nn. a former gold coin in the United States worth 10 dollars\nn. an emblem representing power,"n. 鹰, 鹰状标饰"
Eagle butter,,[医] 伊格尔氏试验(检梅毒)
eagle eye,,"n. 敏锐的目光, 目光敏锐, 密切注意"
eagle freak,,"提倡保护资源与环境的人,自然与资源保护论者"
Eagle Lake,,鹰湖
eagle owl,,n. 欧洲产的大雕; 雕樞
eagle ray,, 鲼
Eagle Scout,,鹰级童子军（美国童子军最高级别）
eagle's beak pliers,,[医] 鹰嘴钳
eagle-eyed,s. capable of seeing to a great distance,"a. 目光锐利的, 有眼力的"
eagleberger,, [人名] 伊格尔伯格
eagleburger,, [人名] 伊格尔伯格
eagled,v shoot two strokes under par\nv shoot in two strokes under par,v. [高]低于标准杆数两杆（eagle的过去式与过去分词形式）
eaglehawk,, [地名] [澳大利亚] 伊格尔霍克
eaglen,, [人名] 伊格伦
eagles,n any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight\nn (golf) a score of two strokes under par on a hole\nn a former gold coin in the United States worth 10 dollars\nn an emblem representing power\nv shoot two strokes under par\nv shoot in two strokes under par,"n. 老鹰乐队, 鹰；老鹰（eagle复数形式）"
eagleson,, [人名] 伊格尔森
eaglestone,"n. A concretionary nodule of clay ironstone, of the size\n   of a walnut or larger, so called by the ancients, who believed that the\n   eagle transported these stones to her nest to facilitate the laying of\n   her eggs; aetites.",n. 牡丹石上的凝结小球
eaglet,n. a young eagle,n. 小鹰
Eagleton,,伊格尔顿
eaglewood,n. A kind of fragrant wood. See Agallochum.,"n. 沉香属植物,沉香木"
eagling,v shoot two strokes under par\nv shoot in two strokes under par,v. [高]低于标准杆数两杆（eagle的现在分词形式）
eagre,n a high wave (often dangerous) caused by tidal flow (as by colliding tidal currents or in a narrow estuary),"n. 涌潮, 涛"
EAHF,,[医] 湿疹气喘枯草热综合征
EAHF complex,,[医] 湿疹气喘枯草热复征
eai,,abbr. Electronic Associates Incorporated <美>电子联合公司
eaker,, [人名] 埃克
eakin,, [人名] [英格兰人姓氏] 埃金 Eade的昵称; [人名] [爱尔兰姓氏] 埃金 Higgins的变体
Eakins,,埃金斯（人名）
eakinsite,,块辉锑铅矿
eakleite,,硬硅钙石
EAL,,东方航空公司(美国)
eala,,abbr. East African Library Association 东非图书馆协会
ealderman,n. Alt. of Ealdorman,n. 【盎格鲁—撒克逊历史】郡长(＝alderman)
ealdermen,plural of ealderman\nn. Alt. of Ealdorman,(ealderman 的复数) n. 【盎格鲁—撒克逊历史】郡长(＝alderman)
ealdorman,n. An alderman.,n. [英史](盎格鲁-撒克逊时期的)郡长
ealdormanry,,[网络] elderormanry
ealdormen,plural of ealdorman\nn. An alderman.,(ealdorman 的复数) n.[英史](盎格鲁-撒克逊时期的)郡长
eales,, [人名] 伊尔斯
Eales's disease,,[医] 伊耳斯氏病(青年复发性视网膜出血)
ealey,, [人名] 伊利
ealier,comparative of ealy,(ealy 的比较级)  [人名] 伊利
Ealing,,伊令(英格兰东南部一城市)
ealrly symptom,,[医] 早期症状
ealy,, [人名] 伊利
eam,,abbr. （第二次世界大战时希腊的）民族解放阵线（Ethniko Apelevtherotiko Metopo）；电动计算机（Electric Accounting Machine）；工程管理手册（Engineering Administration Manual）
eam welding,,"[机] 沿缝熔接, 缝合熔接"
eame,n. Uncle.,abbr. Europe;  Africa; European;  African
eamer,, [人名] 伊默
Eames,n. United States designer noted for an innovative series of chairs (1907-1978),埃姆斯
Eames chair,,埃姆斯椅
eamless,,"[机] 无缝的, 无接缝"
eamless pipe,,[机] 无缝管
Eamon,,"埃蒙（男子名, 爱尔兰语）, 含义是“愉快的保护”（happy protection）\n艾曼（人名）\n伊蒙（人名）"
Eamon de Valera,,[网络] 爱国志士阿蒙德瓦勒拉；瓦列拉；埃蒙·德·瓦莱拉
Eamonn,,n. (Eamonn)人名；(英)埃蒙
eams,,abbr. Empire Air Mail Scheme 帝国航空信时间表
ean,"v. t. & i. To bring forth, as young; to yean.",abbr. 有效原子序数（Effective Atomic Number）；实验过敏性神经炎（Experimental Allergic Neuritis）
eanaliculization,,"[医] 小管形成, 成管"
eanling,n. A lamb just brought forth; a yeanling.,"n. <废>羊羔,小羊"
eanoia,,[医] 精神正常
eao,, [医][=experimental allergic orchitis]实验性变应性睾丸炎
eaodatolenticular,,[医] 尾状核与豆状核的
EAP,,[计] 仿真器应用程序\n[医] 表异孕烷醇酮
EAPROM,,电可改写可编程只读存储器\n[计] 电可改写可编程只读存储器
eaps,,abbr. Engine Air Particle Separator 引擎空气微粒子分裂器
ear,n. the sense organ for hearing and equilibrium\nn. good hearing\nn. attention to what is said\nn. fruiting spike of a cereal plant especially corn,"n. 耳朵, 倾听, 听觉, 穗\nvi. 抽穗"
ear block,,[医] 咽鼓管阻塞性创伤
ear bones,,[医] 听小骨
ear bougie,,[医] 耳探条
ear canal,,[电] 耳道
ear candy,," 悦耳动听的甜蜜小曲, 悦耳的轻音乐"
ear cap,,[电] 耳承
ear channel,,[医] 洗耳槽
ear clip,," 耳夹, 耳扣"
ear cough,,[医] 耳性咳
ear crystal,,"[医] 耳石, 耳沙"
ear doctor,,[网络] 耳朵医生
ear drops,,[医] 滴耳剂
ear drum,,[医] 鼓室(俗也作为鼓膜)
ear dust,,"[医] 耳沙, 耳石"
ear forceps,,[医] 耳镊
ear fungus,,[网络] 耳霉菌症
ear hole,,n. 耳孔
ear lobe,, 耳垂
ear opening,,[网络] 耳孔
ear ossicles,,[医] 听小骨
ear oximeter,,[医] 耳血氧计
ear pick,,n. 挖耳勺
ear piece,,[医] 接耳管
ear pit,,[医] 耳凹
ear plug,,[医] 耳塞(防音)
ear rot,, 穗烂
ear scoop,,[医] 耳刮匙
ear shell,, 鲍鱼
ear sign,,[医] 耳征
ear specialist,, 耳科症状
ear speculum,,"[医] 耳窥器, 耳镜"
ear sponge,,[医] 洗耳海绵
ear spoon,,[医] 耳匙
ear tag,,耳标
ear tick,,[医] 耳蜱
ear trough,,[医] 耳槽
ear trumpet,,[医] 助听筒
ear tubercles,,[医] 耳结节
ear wax,,"[医] 耵聍, 耳垢"
ear-ache,,n. 耳痛
ear-bash,,vt. 向...喋喋不休
ear-bone,,[医] 听小骨
ear-channel,,[医] 洗耳槽
ear-cushion,,[医] 助听垫
ear-drops,,[医] 滴耳剂
ear-drum,," [医]（耳）鼓膜, 鼓室"
ear-drums,plural of ear-drum,"(ear-drum 的复数)  [医]（耳）鼓膜, 鼓室"
ear-faint,,[医] 耳性晕厥
ear-flap,,n. 连帽子或独立的御寒耳罩
ear-flaps,plural of ear-flap,(ear-flap 的复数) n. 连帽子或独立的御寒耳罩
ear-grass,,[网络] 耳草
ear-like,,[网络] 耳朵般的
ear-lobe,,[医] 耳垂
ear-lobes,plural of ear-lobe,(ear-lobe 的复数) [医] 耳垂
ear-mark,,"[法] 特征, 标记, 特殊记号"
ear-mark of a mortgage,,[法] 抵押权标志
ear-marked,past participle of ear-mark,"(ear-mark 的过去分词) [法] 特征, 标记, 特殊记号"
ear-minded,,a. 听觉型的\n[医] 听性记忆的
ear-nose-and-throat doctor,,[网络] 耳鼻喉医生
ear-opening,,[网络] 耳孔
ear-phone,,耳机
ear-phones,plural of ear-phone,(ear-phone 的复数) 耳机
ear-piece,,接耳管；耳机
ear-pieces,plural of ear-piece,(ear-piece 的复数) 接耳管；耳机
ear-piercing,,a. 刺耳的
ear-plug,,防噪耳塞
ear-plugs,plural of ear-plug,(ear-plug 的复数) 防噪耳塞
ear-popping,,[网络] 耳目一新
ear-ring,,n. 耳环
ear-rings,plural of ear-ring,(ear-ring 的复数) n. 耳环
ear-shaped,,[网络] 耳形
ear-shattering,, 震耳欲聋的
ear-shell,,鲍；鲍壳
ear-sign,,"[医] 耳征, 米里安氏耳征(鉴别丹毒与皮炎)"
ear-splitting,,"a. 震耳欲聋的, 非常响的"
ear-sponge,,[医] 洗耳海绵
ear-tag,,耳标
ear-tickler,,[网络] 耳环
ear-to-ear,,合不拢嘴\n咧着嘴
ear-training,, [医]听觉训练
ear-trumpet,,[医] 助听筒
ear-witness,,[法] 耳闻证人
earache,n. an ache localized in the middle or inner ear,n. 耳朵痛\n[医] 耳痛
earaches,,耳朵痛( earache的名词复数 )
earbashing,, 对某人的愤怒指责
earbender,,n. 非听不可之人(或物)
earbob,,"n. 耳环,耳坠"
earbud,,n. 耳塞
earcap,n. A cap or cover to protect the ear from cold.,n. 耳套
earcockle,"n. A disease in wheat, in which the blackened and\n   contracted grain, or ear, is filled with minute worms.", 小麦穗瘤病
eard,, [人名] 厄德
eardley,, [人名] [英格兰人姓氏] 厄德利 Ardley的变体
eardlyite,,镍锌水滑石
eardrem,,鼓膜
eardrop,n an earring with a pendant ornament,"n. 耳环, 耳坠"
eardrops,n an earring with a pendant ornament,n. 耳药水
eardrum,n. the membrane in the ear that vibrates to sound,"n. 中耳, 鼓膜\n[医] 鼓室"
eardrums,n. the membrane in the ear that vibrates to sound,"n. <解>鼓膜, 耳膜( eardrum的复数形式 )"
eardust,,"[医] 耳沙, 耳石"
eared,a. having ears (or appendages resembling ears) or having ears of a specified kind; often used in combination,"a. 有...耳的, 有把的, 有穗的"
eared grebe,,[网络] 黑颈鸊鷉；有耳鷿鷈；小鷿鷈
eared seal,, 海狗
earflap,n. one of two flaps attached to a cap to keep the ears warm,n. (御寒用的)耳罩
earflaps,plural of earflap\nn. one of two flaps attached to a cap to keep the ears warm,(earflap 的复数) n. (御寒用的)耳罩
earful,n. an outpouring of gossip,"n. 惊人(或重要)新闻的透露, (说话、闲话等的)大量, 过多, 斥责"
eargasm,"1. noun. The sensation one gets while hearing a dramatic climax in music.\r\n2. noun. The climax of musical excitement.\r\n3. verb. To have an eargasm.\n> 1. I nearly had an eargasm while listening to his performance of Rachmaninoff's Second Piano Concerto.\n> 2. My favorite part of that piece is the eargasm.\n> 3. When we listened to that music, did you eargasm?\n",
earhart,n. first woman aviator to fly solo nonstop across the Atlantic (1928); while attempting to fly around the world she disappeared over the Pacific (1898-1937),n. 埃尔哈特（姓氏）
earhole,,n. 耳孔
earholes,plural of earhole,(earhole 的复数) n. 耳孔
earhook,,n. （行动电话等的）耳挂
earic,,[医] 卵巢的
eariness,,"eariness (uncountable)\nfear or timidity, especially of something supernatural\n"
earing,"p. pr. & vb. n. of Ear\nn. A line used to fasten the upper corners of a sail to the\n   yard or gaff; -- also called head earing.\nn. A line for hauling the reef cringle to the yard; -- also\n   called reef earing.\nn. A line fastening the corners of an awning to the rigging or\n   stanchions.\nn. Coming into ear, as corn.\nn. A plowing of land.",n. 耳索
earl,n. a British peer ranking below a marquess and above a viscount,n. 伯爵
Earl Grey,,伯爵茶（一种红茶）；格雷伯爵（英国贵族头衔）
earl marshal,, 英国纹章院院长
Earl of Leicester,,[网络] 莱斯特伯爵；宠臣李斯特伯爵；宠臣莱斯特伯爵
Earl of Warwick,,[网络] 华列克伯爵；瓦立克伯爵
Earl Russell,,[网络] 罗素伯爵；洛塞尔；罗素勋爵
Earl Warren,,n. 厄尔·沃伦
earlandite,,水柠檬钙石
earlap,n one of two flaps attached to a cap to keep the ears warm,"n. (=earflap)(帽上可放下护耳御寒防冻的)耳扇,帽瓣,(=earlobe)[解]耳垂,耳壳,外耳"
earldom,n. the dignity or rank or position of an earl or countess\nn. the domain controlled by an earl or count or countess,n. 伯爵的身分
earldoms,n. the dignity or rank or position of an earl or countess\nn. the domain controlled by an earl or count or countess,n. 伯爵爵位( earldom的复数形式 )
Earle,,厄尔（人名）
earleaved umbrella tree,,[网络] 耳朵伞树
earles,, [人名] 厄尔斯
earless,a. lacking external ears,"a. 无耳的, 听觉不佳的, 无穗的"
earless lizard,," [动物]无耳蜥蜴 （Holbrookia, 产于美国西部、墨西哥）"
earless seal,, [动物]海豹
earlet,n. An earring.,n. 小耳
earley,, [人名] [英格兰人、爱尔兰人姓氏] 厄尔利 Early的变体; [地名] [英国] 厄尔利
earlham,, [地名] [英国、英国] 厄勒姆
earlier,s. (comparative and superlative of `early') more early than; most early\nr. earlier in time; previously,a. 早的；初期的
earlier forward shipment,,[经] 近期装运
earlier insurer,,[法] 原保险人
earlier on,,"早些时候,稍早的时候"
earlierise,,vt. 提前做
earlierize,,vt.(比原定时间)提前做
earliest,s (comparative and superlative of `early') more early than; most early\na at or near the beginning of a period of time or course of events or before the usual or expected time\na being or occurring at an early stage of development\ns belonging to the distant past\ns very young\na of an early stage in the development of a language or literature\ns expected in the near future\nr with the least delay,a. 早的；初期的
earlimart,, [地名] [美国] 厄利马特
earliness,n. quality of coming early or earlier in time,n. 早熟
earlington,, [地名] [美国] 厄灵顿
earll,, [人名] 厄尔
earller,,厄尔(男子名)[亦作 Earle]
earlobe,n. the fleshy pendulous part of the external human ear,n. 耳垂
earlobes,n. the fleshy pendulous part of the external human ear,n. 耳垂( earlobe的复数形式 )
earlock,n. A lock or curl of hair near the ear; a lovelock. See\n   Lovelock., 鬓发
earlocks,plural of earlock\nn. A lock or curl of hair near the ear; a lovelock. See\n   Lovelock.,(earlock 的复数)  鬓发
Earls,n a British peer ranking below a marquess and above a viscount,n. 伯爵（earl的复数）
earlship,,伯爵爵位（领地）
early,a. at or near the beginning of a period of time or course of events or before the usual or expected time\na. being or occurring at an early stage of development\ns. belonging to the distant past\ns. very young,"a. 早的, 早熟的\nadv. 很早, 初"
early abortion,,[医] 早期流产
Early American,,"(美国殖民地时期或独立初期建筑、织物、家具、器皿等)早期美国式的(多沿袭英、荷的风格), 初期美式(建筑)"
early and late,,"一直, 无论何时"
early barrier,,[化] 早势垒; 前势垒
early bird,,"早起者,早到的人,捷足先登者"
early childhood,, 儿童早期
early closing,,n. 提早停止营业的一天
early complaint,,[法] 及早控诉
early coral root,,[网络] 早期珊瑚根
early days,,n. 过早，尚早; 初期; 前期
early delivery of goods,,[经] 早期交货
early development,,[经] 早期开发
early dinner,,午餐
Early effect,,[电] 厄列效应
Early English,,早期英国式
early erythroblast,,[医] 早期成红细胞
early failure period,,"[计] 早期失效期, 早期故障期"
early fetal death,,[医] 早期胎死(妊娠20周前)
early hisory of divorce,,[法] 离婚的最初经过
early latent syphilis,,[医] 早期潜伏梅毒(在初期梅毒后)
early marriage,,[法] 早婚
early morel,, [医]早羊肚菌
Early Nerd Special,"Midnight showing on the day of release of a highly-anticipated film, typically of the science-fiction/fantasy genre.\n> ""I'd like one adult ticket to the Early Nerd Special of 'Star Wars Episode 3'.""\n",
early on,, 在早期; 前一阵子
early or late,,迟早
early postmortem phenomena,,[法] 早期尸体现象
early processing,,[计] 早期处理
early production,,[经] 早期生产
early production income,,[经] 早期生产所得
early profit,,"[经] 早期利润, 初期利润"
early purple orchid,,【植物】雄红门蓝(Orchis mascula)
early reaction,,[医] 早期反应
early retirement benefit,,[法] 提前退休金
early ring,,提前响铃\n[计] 提前响铃
early spider orchid,,[网络] 早花蜘蛛兰
early strength cement,,[化] 早硬水泥; 快硬水泥
early syphilis,,[医] 早期梅毒(包括初期梅毒、早期潜伏梅毒、二期梅毒)
early termination,,[经] 中止
early testing,,[经] 早期试验
early wake-robin,,[网络] 早醒觉
early warning,,[计] 预警
early warning radar,, 远程警戒雷达，预警雷达
early warning system,,[计] 预警系统
early winter cress,,[网络] 早冬季水芹
early write cycle,,[计] 初期写入周期
early-blooming,,[网络] 早花；始花期；小荷初放
early-failure period,,[电] 开端失败周期
early-flowering,,[网络] 初花期；早花种；早花类
early-maturing,, [医]早熟的; 稙
early-morning hour,,[网络] 清晨时间
early-warning,, 预先报警的；预警的
early-warning radar,,"预先警报雷达, 远程警戒雷达\n[电] 早期警告雷达"
earlyish,s being somewhat early,"a. 够早的, 相当早的, 早得很的"
earlywood,,"n. 春材, 早材(木本植物春天所生的木质部), 幼树丛"
earmark,n. identification mark on the ear of a domestic animal,"n. 耳上记号, 特征, 记号, 标记\nvt. 在耳朵上做记号, 标记, 指定...作特定用途"
earmarked,v give or assign a resource to a particular person or cause,v. 指定…作为特定用途( earmark的过去式和过去分词 )
earmarked gold,,[经] 特予标明的黄金
earmarked loans,,[经] 专用贷款
earmarked surplus,,[经] 指定用途盈余
earmarking,v give or assign a resource to a particular person or cause,[经] 指定用途
earmarks,n identification mark on the ear of a domestic animal\nn a distinctive characteristic or attribute\nv give or assign a resource to a particular person or cause,v. 指定…作为特定用途( earmark的第三人称单数 )
earmu,,护耳
earmuff,n. either of a pair of ear coverings (usually connected by a headband) that are worn to keep the ears warm in cold weather,n. 御寒耳罩
earmuffs,n either of a pair of ear coverings (usually connected by a headband) that are worn to keep the ears warm in cold weather,n. 耳套
earn,v. acquire or deserve by one's efforts or actions,"vt. 赚得, 获得, 博得\n[计] 欧州科学研究网"
earn a living,,"谋生,挣钱,自食其力"
earn an honest penny,,赚正当的小钱
earn an income,,挣得收入
earn good money,,赚大钱
earn money,,赚钱
earn one's keep,,"值得雇用, 挣饭吃"
earn one's tucker,,勉强糊口
earn reputation,,赢得声誉
earn-out,,"n. （盈利能力支付计划） 指由于交易双方对价值和风险的判断不一致, 将传统的一次性付款方式转变成按照未来一定时期内的业绩表现进行支付的交易模式。"
earn-outs,plural of earn-out,"(earn-out 的复数) n. （盈利能力支付计划） 指由于交易双方对价值和风险的判断不一致, 将传统的一次性付款方式转变成按照未来一定时期内的业绩表现进行支付的交易模式。"
earned,a. gained or acquired; especially through merit or as a result of effort or action,a. 挣得的
earned income,,"[经] 经营收益, 已获收益, 劳力收入"
earned income credit,,"[经] 经营收益贷项, 挣得收益减免"
earned interest,,[经] 已得利息
earned premium,,"[经] 已得溢价, 已净得保险费"
earned profit,,"[经] 经营利润, 已获利润, 营业内利润"
earned revenue,,[经] 已赚营业收入
earned run,,n. [体]投手责任失分
earned run average,, 投手责任得分率
earned surplus,,"[经] 已获盈余, 保留盈余, 经营盈余"
earned surplus reserve,,[经] 营业盈余准备
