word,definition,translation
"O,O-dimethyldithiophosphoric acid",,"[化] O,O-二甲基二硫代磷酸"
"o,p'-dianiline",,"[化] o,p-双苯胺; 2,4'-联苯二胺"
"o,p-dihydroxy-azo-p-nitrobenzene",,[化] 试镁灵
o-,,"[医] 正, 邻(化学)"
o-(carbamoylphenoxy)acetic acid,,[化] 邻乙酸; 邻氨基甲酰苯氧乙酸
o-(p-anisoyl) benzoic acid,,[化] 邻苯甲酸; 邻对茴香酰苯甲酸
O-2 poisoning,,"[医] 氧中毒, 换气过度"
O-acetylcarnitine,,[化] O-乙酰肉碱
O-acylcarnitine,,[化] O-酰基肉碱
O-alkylation,,[化] O-烷基化
o-aminoanisole,,[化] 邻氨基苯甲醚; 邻茴香胺
o-aminoazotoluene,,[化] 邻氨基偶氮甲苯
o-aminobenzoic acid,,[化] 邻氨基苯酸; 邻氨基苯甲酸
o-aminochlorobenzene,,[化] 邻氯苯胺
o-aminophenol,,[化] 邻氨基苯酚
O-Bahn,,[网络] 有轨道巴士；公交车；欧邦公车
o-benzenedicarbamic acid,,[化] 邻苯二氨基二甲酸
o-benzoylbenzoic acid,,[化] 邻苯甲酰苯甲酸
o-butoxyacetanilide,,[化] 邻丁氧乙酰苯胺
o-carbamyl-D-serine,,[化] 邻氨基甲酰-D-丝氨酸
o-carbamyl-l-serine,,[医] 邻氨基甲酰-ι-丝氨酸
o-carboxy cinnamic acid,,[建] 羧基肉桂酸
o-chloroaniline,,[化] 邻氯苯胺
o-chlorobenzilidenemalononitrile,,[化] 邻氯亚苄基丙二腈
o-chlorophenol,,[化] 邻氯苯酚
o-chlorophenyldiazothiourea,,[化] o-氯苯基重氮硫脲
o-chlorotrichlorotoluene,,[化] 邻氯三氯甲苯
o-cresol,,[化] 邻甲酚; 邻甲苯酚
o-cresolsulfonphthalein,,[化] 甲酚红
o-cresyl(ic) acetate,,[化] 乙酸邻甲苯酚酯
o-cymene,,[化] 邻伞花烃; 邻异丙基苯甲烷
o-diaminobenzene,,[化] 邻苯二胺
o-dianisidine,,[化] 邻联茴香胺; 邻联二茴香胺
o-diazoacetyl-l-serine,,[医] 邻重氮乙酰-L-丝氨酸
o-dichlorobenzene,,[化] 邻二氯苯
o-dihydroxybenzene,,[化] 邻苯二酚
o-diphenyleneazine,,[化] 苯并噌啉
o-ethoxyphenol,,[化] 邻乙氧基苯酚
O-ethyl thiocarbamate,,[化] 硫代氨基甲酸O-乙酯
o-ethylaminophenol,,[化] 邻乙氨基苯酚
o-ethylbenzoic acid,,[化] 邻乙基苯甲酸
o-formylbenzensulfonic acid (sodium salt),,[化] 邻甲酰苯磺酸; 邻甲酰苯磺酸钠; 苯甲醛邻磺酸; 苯甲醛邻磺酸钠
o-hydrazotoluene,,"[化] 2,2'-二甲基对称二苯肼"
o-hydroxyaniline,,[化] 邻氨基苯酚
o-hydroxybenzoic acid,,[化] 邻羟基苯酸; 邻羟基苯甲酸; 水杨酸
o-hydroxybenzolisonicotinyl hydrazone,,[医] 邻羟基苯异烟腙(降压药)
o-iodohippuric acid,,[化] 邻碘马尿酸
O-level,,a. O级的\nn. O级(英国中学生的普通考试)
O-levels,plural of O-level,(O-level 的复数) a. O级的\nn. O级(英国中学生的普通考试)
O-line,,[网络] O型款式
o-man,, 大型万能机械手
o-mercaptobenzoic acid,,[化] 邻巯基苯甲酸; 硫代水杨酸
o-methoxyaniline,,[化] 邻甲氧基苯胺
o-methoxyphenol,,[化] 邻甲氧基苯酚; 愈创木酚
o-negative,, [电影]O型血
o-network,,[电] O网络
o-nitroaniline,,[化] 邻硝基苯胺
o-nitroanisole,,[化] 邻硝基苯甲醚
o-nitrobenzaldehyde,,[化] 邻硝基苯醛; 邻硝基苯甲醛
o-nitrobenzoic acid,,[化] 邻硝基苯酸; 邻硝基苯甲酸
o-nitrobiphenyl,,[化] 邻硝基联苯
o-nitrochlorobenzene,,[化] 邻硝基氯苯
o-nitroethylbenzene,,[化] 邻硝基乙苯
o-nitrophenol,,[化] 邻硝基苯酚
o-nitrotoluene,,[化] 邻硝基甲苯
o-o,, [医][=outer-to-outer]总长度，全长（宽）
o-phenanthroline,,[化] 邻菲咯啉
o-phenetidine,,[化] 邻氨基苯乙醚
o-phenyl tolyl ketone,,[化] 邻苯基·甲苯基酮; 邻苯基·甲苯基甲酮
o-phenylaniline,,[化] 邻氨基联苯
o-phenylenediamine,,[化] 邻苯二胺
o-phenylphenol,,[化] 邻苯基苯酚
O-R system,,[医] 氧化还原系
O-ring,,n. O型环（密封圈）；橡胶圈
O-ring closure,,[化] 空心金属O型环密封
o-sec.-butyl phenol,,[化] 邻仲丁基苯酚
o-sulfobenzoic acid,,[化] 邻磺基苯酸; 邻磺基苯甲酸
o-t,,abbr. on-Thames 泰晤士河上
o-tolidine,,"[化] 3,3'-二甲基联苯胺; 托力丁贝司"
o-toluenesulfonic acid,,[化] 邻甲苯磺酸
o-toluic acid,,[化] 邻甲基苯甲酸
o-toluidine,,[化] 邻甲苯胺
o-tolyl alkyl ketimines,,[化] 邻甲苯基·烷基·甲亚胺
o-tolyl-biguanide,,[化] 邻甲苯基二胍
o-type backward-wave oscillator,,[电] O型反向波振荡器
o-wave,,[电] O型波
o-xylene,,[化] 邻二甲苯
o-xylylenimine,,[化] 二氢异吲哚
O.,,"[医] O型, 菌体型, 不动型(细菌)"
O. B.,,[医] 产科学
O. C.,,"[医] Ж颈的, 咬合颈的"
O. D.,,[医] 右眼
O. D. A.,,[医] 枕右前(胎位)
O. D. P.,,[医] 枕右后(胎位)
O. D. T.,,[医] 枕右横(胎位)
O. Henry,,[网络] 欧·亨利；欧·享利；亨利-欧
O. L.,,[医] 左眼
O. L. T.,,[医] 枕左横(胎位)
o. m.,,[医] 每晨
o. n.,,[医] 每夜
O. S.,,[医] 左眼
O. U.,,"[医] 每眼, 两眼一起"
o.d.,,abbr. oute rdiameter 外径
O.E.D.,,abbr. (=Oxford English Dictionary)《牛津大辞典》\n[网络] 某部词典；牛津英语辞典；牛津字典
O.K.,k an endorsement\nv give sanction to\ns being satisfactory or in satisfactory condition\nr in a satisfactory or adequate manner; (`alright' is a nonstandard variant of `all right'),"a. 好, 可以, 行, 对, 好吗, 很好\nadv. 好, 可以, 行, 对, 好吗, 很好\nn. 同意, 签认, 批准, 认可\nvt. 同意, 签认, 批准, 认可"
O.L.A.,,[医] 枕左前(胎位)
O.L.P.,,[医] 枕左后(胎位)
o/a,,abbr. 记帐（on account）
o/p,, [医]Output
o/s,,"n. Old Style,out of stock 旧式的"
O2,,[医] 氧(8号元素); 两眼
O3,,[医] 臭氧
o_O,"Confused, stunned, or weirded out.\n> o_O what do you mean?\n> o_O what is that?!\n> o_O Whoa [wtf]\n",
OA,,"办公自动化\n[计] 办公自动化, 运算分析"
oaa,,abbr. oxaloacetic acid 酰基乙酸
oaas,plural of oaa,(oaa 的复数) abbr. oxaloacetic acid 酰基乙酸
oab,,abbr. obligate anaerobic bacteria 专性厌氧菌; one-to-all broadcast 一点对所有点广播; O-acetyl benzaldehyde O-乙酰苯甲醛; O-aminobenzoate O-氨基苯甲酸酯
oabs,-s form of oab,(oab 的第三人称 -s形式) abbr. obligate anaerobic bacteria 专性厌氧菌; one-to-all broadcast 一点对所有点广播; O-acetyl benzaldehyde O-乙酰苯甲醛; O-aminobenzoate O-氨基苯甲酸酯
oac,,abbr. on approved credit 经过核准的信誉; optical aberrations compensation 光学失常补偿; outer approach channel 外部通道路线
oad,n. See Woad.,n. (Oad)人名；(阿拉伯)瓦德\nabbr. 一种动漫发行方式（Original Animation Disc）
oaf,n an awkward stupid person,"n. 呆子, 畸形儿"
oafish,s ill-mannered and coarse and contemptible in behavior or appearance,"a. 痴呆的, 畸形的"
oafishly,,adv. oafish的变形
oafishness,,n. oafish的变形
oafs,n an awkward stupid person,"畸形儿, 痴儿, 懒汉, 笨人, 笨汉, 呆子, 蠢人"
oag,, 眼动脉造影[术]
oah,, [医][=o-aminohippuric acid]邻氨基马尿酸
oahe,,abbr. Ohio Association for Higher Education 俄亥俄高等教育协会
oahu,n. an island of central Hawaii (between Molokai and Kauai); the chief island of the state,n. 欧胡岛（夏威夷群岛之主岛）
Oahu Island,,n. 【旅】瓦胡岛；欧胡岛\n[网络] 岛有欧胡岛；夏威夷瓦胡岛；夏威夷欧胡岛
oai,," [计]= On-line Analog Input,联机模拟输入"
oak,n. the hard durable wood of any oak; used especially for furniture and flooring\nn. a deciduous tree of the genus Quercus; has acorns and lobed leaves,"n. 橡树, 橡木\na. 橡木制的"
oak apple,,n. 栎五倍子
oak blight,,[网络] 橡树枯病
oak chestnut,,[网络] 橡木板栗
Oak Creek,,奥克里克（美国威斯康辛州东南部的一座城市）
oak extract,,[化] 栎栲胶
oak fern,, [医]球子蕨
Oak Forest,,栎树橡木林
Oak Leaf Cluster,,[网络] 橡木叶簇；追赠一座橡叶勋章；橡叶勋章
Oak Ridge,,橡树岭（美国田纳西州东部城市）
oak tree,, 橡树; 柞树
oak varnish,,[化] 栎木清漆; 橡木清漆
oak wilt,, 橡树枯萎病
oak-aged,,[网络] 橡木桶陈酿；橡树般悠久
oak-ageing,,[网络] 橡木桶培养后
oak-apple,," [医]栎五倍子, 没食子"
oak-apples,plural of oak-apple,"(oak-apple 的复数)  [医]栎五倍子, 没食子"
oak-lappet,,n. [昆]栎叶枯叶蛾
oak-leaf cluster,,(美国陆军的)橡叶勋章[亦作 Oak Leaf cluster]
oak-leaved goosefoot,,[网络] 橡树叶鹅蹄
oak-moss resin,,[化] 栎藓树脂; 橡苔树脂
oak-tree,,栎树\n橡树
oak-trees,plural of oak-tree,(oak-tree 的复数) 栎树\n橡树
oak-wood,,橡木
oak-woods,plural of oak-wood,(oak-wood 的复数) 橡木
oakar,, [人名] 奥卡
Oakdale,,n. 奥克戴尔 (加利福尼亚州)
oake,,abbr. Organization of American Kodaly Educators 美国克达利教育家组织
oaked,, （因存放于橡木容器而）带烟熏味的
oakeley,, [人名] [英格兰人姓氏] 奥克利 Oakley的变体
oaken,s. consisting of or made of wood of the oak tree,a. 橡木制的
oaker,n. See Ocher., [人名] 奥克
Oakes,,n. (Oakes)人名；(英)奥克斯
oakeshott,, [人名] 奥克肖特
oakey,, [人名] 奥基; [地名] [澳大利亚] 奥基
oakhill,, [地名] [英国、英国] 奥克希尔
oakhurst,, [地名] [美国] 奥克赫斯特
oakland,n. a city in western California on San Francisco Bay opposite San Francisco; primarily and industrial urban center,n. 奥克兰（美国加州西部城市）
oakleaf goosefoot,,[网络] 橡树鹅蹄
oakleigh,, [地名] [澳大利亚、新西兰] 奥克利
oaklet,,n. 小橡树
oakley,n. United States sharpshooter who was featured in Buffalo Bill's Wild West Show (1860-1926),n. [俚]赠券（等于Annie Oakley）；奥克利眼镜
oakling,n. A young oak.,"n. [植]小栎树,栎树萌发枝"
oakman,, [地名] [美国] 奥克曼
oakmont,, [地名] [美国] 奥克蒙特
oakmoss,,"n. [植]橡苔,栎扁枝衣(所产树脂用于香料制造)"
oakridge,, [地名] [美国] 橡树岭
oaks,n the hard durable wood of any oak; used especially for furniture and flooring\nn a deciduous tree of the genus Quercus; has acorns and lobed leaves,n. 橡树（oak的复数）
oakton,, [地名] [美国] 奥克顿
oaktown,, [地名] [美国] 奥克敦
oakum,n. loose hemp or jute fiber obtained by unravelling old ropes; when impregnated with tar it was used to caulk seams and pack joints in wooden ships,n. 填絮\n[医] 麻絮
oakview,, [地名] [美国] 奥克维尤
Oakville,,n. 奥克维尔（加拿大安大略省的城市）
oakwood,, [地名] [澳大利亚、美国、英国] 奥克伍德
oakwoods,plural of oakwood,(oakwood 的复数)  [地名] [澳大利亚、美国、英国] 奥克伍德
oal,,abbr. overall length 整体长度
oam,, 操作维护管理
oamaru,, [地名] [新西兰] 奥马鲁
oan,,光纤接入网
oao,,abbr. off and on 断断续续地
oap,,abbr. Old Age Pension 养老金
OAPEC,,阿拉伯石油输出国组织
oaps,plural of oap,(oap 的复数) abbr. Old Age Pension 养老金
oar,n. an implement used to propel or steer a boat,"n. 桨, 桨手, 搅棒\nvi. 划桨\nvt. 划动"
oar one's way,,划桨前进
oarage,,"n. 划桨, 划桨装置"
oare,, [地名] [英国] 奥尔
oared,"imp. & p. p. of Oar\na. Furnished with oars; -- chiefly used in composition; as, a\n   four-oared boat.\na. Having feet adapted for swimming.\na. Totipalmate; -- said of the feet of certain birds. See\n   Illust. of Aves.",有桨的
oarer,,n. 桨，橹；桨手;划桨手(=oarsman)\nvt. 划(船)；划过(一片水域)：\nvi. 划行，划行似的前进
oares,plural of oare,(oare 的复数)  [地名] [英国] 奥尔
oarfish,n. thin deep-water tropical fish 20 to 30 feet long having a red dorsal fin,"(pl. oarfish, oarfishes)皇带鱼属 动物"
oari-,,[医] 卵巢
oarialgia,,[医] 卵巢痛
oaring,p. pr. & vb. n. of Oar,v. 划（行）( oar的现在分词 )
oario-,,[医] 卵巢
oariotomy,,[医] 卵巢切开术
oaritis,,[医] 卵巢炎
oarium,,[医] 卵巢
oarless,a. Without oars.,a. 无桨的
oarlock,n a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing,n. 桨架
oarlocks,plural of oarlock\nn a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing,(oarlock 的复数) n.桨架
OARnet,,[计] 俄亥俄州地区网络
oars,n an implement used to propel or steer a boat,n. 桨；桨手（oar的复数）
oarsman,n. someone who rows a boat,n. 划手
oarsmanship,n. skill as an oarsman,n. 划艇法
oarsmen,pl.  of Oarsman,"n. 划手, 划桨者( oarsman的名词复数 )"
oarswoman,n a woman oarsman,"n. 女桨手, 女划桨能手"
oart,,abbr. Office of Advanced Research Technology <美国>高级研究技术局
oarweed,,n. [植]昆布
oary,"a. Having the form or the use of an oar; as, the swan's oary\n   feet.","a. <诗>有桨的,桨状的"
oary boat,,[网络] 小船
OAS,n an association including most countries in the western hemisphere; created in 1948 to promote military and economic and social and cultural cooperation,abbr. 美洲国家组织（Organization of American States）；现役（On Active Service）；光接入系统（Optical Access System）
OASDI,,"abbr. old-age（old-age,survivors,and disability insurance）\nabbr. survivors（old-age,survivors,and disability insurance）"
oases,n a fertile tract in a desert (where the water table approaches the surface)\nn a shelter serving as a place of safety or sanctuary,n. 绿洲（oasis的复数形式）
oasis,n. a fertile tract in a desert (where the water table approaches the surface),"n. 绿洲, 舒适的地方\n[医] 绿洲(沙漠中), 健岛(病变区中的健康组织)"
oast,n. a kiln for drying hops,n. 烘干窑
oast house,,n. 烘干室
oast-house,,烘干室
oast-houses,plural of oast-house,(oast-house 的复数) 烘干室
oasthouse,,n. 忽布烘干房; 烘炉; 烘房
oasthouses,plural of oasthouse,(oasthouse 的复数) n. 忽布烘干房; 烘炉; 烘房
oasts,plural of oast\nn. a kiln for drying hops,(oast 的复数) n. 烘干窑
oasys,," [计]= Office Automation SYStem,办公自动化系统"
oat,n. annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats')\nn. seed of the annual grass Avena sativa (spoken of primarily in the plural as `oats'),"n. 燕麦, 燕麦田\n[医] 燕麦, 雀麦"
oat cell,, [医]燕麦[形]细胞
oat cell carcinoma,, 燕麦细胞瘤
oat cell sarcoma,,[医] 燕麦形细胞肉瘤
oat cells,,[医] 燕麦形细胞
oat grass,,"n. 似燕麦的草, 野燕麦"
oat hair ball,,[医] 胃毛块(马病)
oat-cake,,n. 燕麦饼
oat-cakes,plural of oat-cake,(oat-cake 的复数) n. 燕麦饼
Oatax,,燕麦灵
oatcake,n. thin flat unleavened cake of baked oatmeal,n. 燕麦饼
oatcakes,plural of oatcake\nn. thin flat unleavened cake of baked oatmeal,(oatcake 的复数) n. 燕麦饼
oateater,,"n. [植]燕麦, 麦片粥"
oaten,a. of or related to or derived from oats,"a. 燕麦的, 燕麦杆制的"
oater,,[美俚]西部电影或电视节目
Oates,n. English conspirator who claimed that there was a Jesuit plot to assassinate Charles II (1649-1705)\nn. United States writer (born in 1938),奥茨(姓氏)
oath,"n. a commitment to tell the truth (especially in a court of law); to lie under oath is to become subject to prosecution for perjury\nn. a solemn promise, usually invoking a divine witness, regarding your future acts or behavior","n. 誓约, 誓言, 咒骂\n[法] 誓言, 誓约, 宣誓"
oath act,,[法] 宣誓条例
oath against bribery,,"[法] 立誓不受贿, 不进行贿赂活动的宣誓"
oath capacity,,[法] 宣誓资格
oath ex officic,,[法] 无罪宣誓
oath of allegiance,,[法] 忠诚宣誓
oath of fidelity,,[法] 宣誓诚实
oath of office,,[法] 就职宣誓
oath of secrety,,[法] 保密宣誓
oath supremacy,,[法] 承认最高权威的宣誓
oath-rite,,[法] 宣誓仪式
oaths,"n profane or obscene expression usually of surprise or anger\nn a commitment to tell the truth (especially in a court of law); to lie under oath is to become subject to prosecution for perjury\nn a solemn promise, usually invoking a divine witness, regarding your future acts or behavior","誓言, 宣誓, 誓约, 诅咒, 咒骂语"
oatis,, [人名] 奥蒂斯
oatlands,, [地名] [澳大利亚、南非共和国] 奥特兰兹
oatman,, [地名] [美国] 奥特曼
oatmeal,n. porridge made of rolled oats\nn. meal made from rolled or ground oats,"n. 燕麦片, 燕麦粥\n[医] 燕麦片"
oatmeal cookie,,[网络] 燕麦饼乾；麦片面包；麦甜饼
oatmeal treatment,,[医] 诺达赫疗法(肺结核的新鲜空气休息营养疗法)
Oatrim,,[网络] 燕麦素；燕麦边
oats,n annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats')\nn seed of the annual grass Avena sativa (spoken of primarily in the plural as `oats'),"n. 燕麦, 燕麦属植物, 燕麦粥, 麦片粥"
oau,,abbr. 非统; 非洲统一组织
oaves,n an awkward stupid person,"畸形儿, 痴儿, 懒汉, 笨人, 笨汉, 呆子, 蠢人"
oaxaca,, [地名] [墨西哥] 瓦哈卡
Oaxaca de Juarez,,[网络] 瓦哈卡
ob,n. a major river of western Siberia; flows generally northward and westward to the Gulf of Ob and the Kara Sea,abbr. 养地（Ocean Bottom）；实况无线电广播（Outside Broadcasting）；向船外（Out Board）
Ob River,,[网络] 鄂毕河；鄂比河；鄂毕河号
ob-," A prefix signifying to, toward, before, against, reversely,\n   etc.; also, as a simple intensive; as in oblige, to bind to; obstacle,\n   something standing before; object, lit., to throw against; obovate,\n   reversely, ovate. Ob- is commonly assimilated before c, f, g, and p, to\n   oc-, of-, og-, and op-.","表示“对,向,相反,反对,向上,完全,全部,逆反”之义"
ob-gyn,, [医][=obstetrician-gynecologist]妇产科医师
oba,,n. 奥巴(西非约鲁巴人的首领)
Obach process,,[机] 阿巴赫法
Obadiah,n. a Hebrew minor prophet\nn. an Old Testament book telling Obadiah's prophecies; the shortest book in the Christian Bible,n. <<俄巴底亚书>>(<<圣经>>中的一卷)
obakulactone,,黄柏内酯
obakunone,,[化] 黄柏酮
obama,,n. 奥巴马(姓)
Obama Baby,"A child conceived after Obama was proclaimed President by way of celebratory sex, or any baby born under Barack Obama's term(s). \n> I was born July 2009. I'm an Obama baby!\n",
Obama Bashers,"a [fuckwit] [Republitard] who opposes a progressive Democratic agenda in which all Americans have a chance to succeed and prosper\n> Since it is very difficult to make any sort of attack on Obama's moral character (no [Monica Lewinsky]), (no White Water), the typical Obama basher will resort to outright lies. Some have made the ridiculous claim that he is not really a U.S. citizen (see [birther]). Some have claimed he is a Muslim, not only is this completely false, even if it were true it would be irrellevent, since our Constitution explicitly prohibits any religious test for holding elected office. There is no reason a Muslim could not be a good president. Some Obama bashers are racists, but not all of them. Most Obama bashers are part of the same [Republican attack machine] that went after Bill Clinton.\n",
Obama Depression,"a term some [fuckwit] [bushnesiac] [republitard]s use to discribe the [Bush Depression]\n> The [Bush Administration] slashed taxes for the wealthy while spending massive amounts of money on the [bush war] in Iraq, which created huge budget deficits. This along with deregulation of business caused a collapse of the financial sector and the worst economy since the Great Depression. Since Obama will be the one that has to clean up this mess [Bushie]s call it the Obama Depression.\n",
Obamabot,A person who supports Obama and is willing to vote for him but doesn't know a thing about him.\n> It's just  a label for someone who doesn't know anything about Obama. You call them a Obamabot because they just spew out their support but have nothing else to show.\n,
obamacare,, 奥巴马医改计划
Obamacheck,"A check received from the government for do nothing.  In fact, the less you do, the more the check.  It is President Obama's way of ruining the American dream and instead turning us into a socialist state, or ""redistributing the wealth"" as he put it.\n> I done got my Obamacheck in the mail, now I can go buy me some cigarettes and beer.\n> I never have to worry about rent, electricity, food or anything now that I am going to get my Obamacheck.\n",
Obamafication,"The process a country goes through when a man is elected leader of that country and destroys it from the inside out.\n> When the process of Obamafication was finished, the United States was left in ruins.\n",
Obamanation,"1. The horrible state of affairs that results after a Barack Obama win as president; OR 2. the fanatical obsession that has swept the United States in support of Barack Obama.\n> Def. 1 - ""This economic policy is an Obamanation"".\n> Def. 2 - ""He has done so well that it is clearly an Obamanation.""\n",
OBAMANAZI,"He is a man who sincerely cares about this nation, and draws much criticism for exercising his right to free speech under the First Amendment. A man of considerable character and strength, he draws criticism from a great majority of the nation, but does not let others change his views. A caring man, he continues to live with his elderly mother, who often requires care. He is often deemed as arrogant or ignorant because of his reluctance to engage in debate with those who are so narrow-minded that they would never be willing to accept his views.He is a talented visual artist that finds expression in mild political commentary.\n> OBAMANAZI is a model American citizen.\n",
obamania,,n. 奥巴马热，指奥巴马当选美国总统引发的一股热潮
Obamanomics,,奥巴马经济（奥巴马提出了一系列重振美国经济的政策）
Oban,,奥班厚花呢\n奥本
obando,, [地名] [菲律宾、哥伦比亚] 奥万多
obas,plural of oba,(oba 的复数) n.奥巴(西非约鲁巴人的首领)
obata,, [地名] [日本] 小俣
obbink,, [人名] 奥宾克
obbligati,,n. [不可缺的] 伴奏
obbligato,n. a persistent but subordinate motif\nn. a part of the score that must be performed without change or omission,n. 伴奏\na. 不可缺少的
obbligatos,plural of obbligato\nn. a persistent but subordinate motif\nn. a part of the score that must be performed without change or omission,(obbligato 的复数) n. 伴奏\na. 不可缺少的
obbo,,[美]观测气球
obc,,abbr. outer back cover 封底; on board checkout 在板校验; oscillating Baffle column 振动挡板柱（塔）; old brutal convict 时间长而令人痛苦的肺病
obcecation,,[医] 部分盲
obcerse,,n. 硬币正面
obclavate,,[生]倒棍棒状的
obcompressed,"a. Compressed or flattened antero-posteriorly, or in a\n   way opposite to the usual one.",a. [植]倒扁形的
obconic,a. Alt. of Obconical,a. [植](果实等)倒圆锥形的
obconical,"a. Conical, but having the apex downward; inversely\n   conical.",a. [植](果实等)倒圆锥形的
obcordate,"a. Heart-shaped, with the attachment at the pointed end;\n   inversely cordate: as, an obcordate petal or leaf.",a. [植]倒心形的
obcordiform,,倒心形的
obcs,,abbr. object based control structure 基于对象的控制结构
obcuneate,,倒楔形的
obcurrent,,汇集的
obd,,abbr. 车载自动诊断系统（On-Board Diagnostics）；光束偏转（Optical Branching Device）；全方位距离导航系统（omnibearing-distance system）
Obdicut,"The rejection of all logic and facts that do not support a predetermined conclusion.\n\nTo cherry pick information.\n\nThe opposite of Occam's (or Ockham's) razor.\n\nSomeone who ignores opposing hypothesis, or viewpoints.\n\nSelf sustaining ignorance.\n> They used the obdicut method of research and shoved their heads in the sand.\n",
obdiplostemonous,"a. Having twice as many stamens as petals, those of\n   the outer set being opposite the petals; -- said of flowers.","[医] 外轮对瓣的(指雄蕊群), 具外轮对瓣雄蕊的(指花或植物)"
obdiplostemony,n. The condition of being obdiplostemonous.," [医]外轮对瓣式, 具外轮对瓣雄蕊式"
obdormition,n. Sleep.,[医] [神经]受压性麻木
obducens,,"[医] 丸衣, 包丸衣"
obducent cartilage,,[医] 关节软骨
obduct,v. t. To draw over; to cover.,vt.[地]将(地球一板块)挤压至另一板块之上
obduction,"n. The act of drawing or laying over, as a covering.",[医] 尸体剖验
obdurability,,n. 坚固
obduracy,n resoluteness by virtue of being unyielding and inflexible,"n. 顽固, 执拗, 冷酷"
obdurate,s stubbornly persistent in wrongdoing\ns showing unfeeling resistance to tender feelings,"a. 顽固的, 执拗的, 冷酷的\n[法] 执迷不悟的, 毫不悔改的, 无情的"
obdurately,r in a stubborn unregenerate manner,"adv. 顽固地, 执拗地"
obdurateness,,n. obdurate的变形
obduredness,,obduredness (uncountable)\n(obsolete) hardness\n
obdures,,obdures\nThird-person singular simple present indicative form of obdure\n
OBE,,abbr. 荣获英帝国勋章的军官（Officer of the Order of the British Empire）
obeah,n. (West Indies) followers of a religious system involving witchcraft and sorcery\nn. a religious belief of African origin involving witchcraft and sorcery; practiced in parts of the West Indies and tropical Americas,"n. 奥比巫术, 奥比巫术所用的符咒"
obeche,n. the wood of an African obeche tree; used especially for veneering\nn. large west African tree having large palmately lobed leaves and axillary cymose panicles of small white flowers and one-winged seeds; yields soft white to pale yellow wood,非洲轻木
