word,definition,translation
N-benzoyl-N-phenyl hydroxylamine (BPHA),,[化] N-苯甲酰-N-苯基羟胺
N-benzoylglycine,,[化] 马尿酸; N-苯甲酰甘氨酸
N-benzoyltyramine,,[化] N-苯甲酰酪胺
n-bit address,,[计] n位地址
n-bit byte,,[计] n位字节
n-bit character,,[计] n位字符
n-bit instruction,,[计] n位指令
n-bit per word,,"[计] 每字n位, n位/字"
n-bit word,,[计] n位字
n-bomb,, 中子弹
N-bromo compound,,[化] N-溴化物
n-bromo-succinimide,,[建] N-溴代丁二酰亚氨
N-bromo-succinimide (NBS),,[化] N-溴丁二酰亚胺
N-bromoacetamide,,[化] N-溴乙酰胺
n-bromoantipyrine,,[建] 溴替安替比林
N-bromosuccinimide,,[化] N-溴代琥珀酰亚胺
n-butanal,,[化] 正丁醛
n-butane,,[化] 正丁烷
n-butyl acetate,,[化] 醋酸正丁酯
n-butyl alcohol,,[化] 丁醇; 正丁醇
n-butyl aldehyde,,[化] 正丁醛
n-butyl amine,,[建] 正丁氨
n-butyl ether,,[化] 正丁醚
n-butyl formate,,[建] 甲酸(正)丁酯
n-butyl iodide,,[化] 丁基碘; 正丁基碘
n-butyl isothiocyanate,,[建] 异硫氰酸
n-butyl isovalerate,,[建] 异戊酸(正)丁酯
n-butyl mercaptan,,[化] 正丁硫醇
n-butyl n-butyrate,,[化] 正丁酸正丁酯
n-butyl pelargonate,,[建] 壬酸(正)丁酯
n-butyl phenyl ketone,,[化] 丁基苯基酮; 正丁基苯基甲酮
n-butyl phthalate,,[化] 邻苯二甲酸二丁酯
n-butyl propionate,,[建] 丙酸(正)丁酯
N-butyl pyrrol,,[化] N-丁吡咯
n-butyl stearate,,[化] 硬脂酸正丁酯
n-butyl sulfide,,[化] 正丁硫醚
n-butyl-acetylene,,[化] 丁基乙炔; 正丁基乙炔; 1-己炔
n-butyl-alpha-cyanoacrylate,,[医] α-氰基丙烯酸正丁酸(止血粘合涂剂)
n-butyl-alpha-methacrylate,,[化] 2-甲基丙烯酸正丁酯
n-butylamine,,[化] 正丁胺
N-butylaniline,,[化] N-丁苯胺; N-丁基苯胺
n-butylarsonic acid,,[化] 丁胂酸; 正丁胂酸
n-butylmalonic acid,,[化] 正丁基丙二酸
N-butylscopolammonium bromide,,[化] 溴丁东莨菪碱
n-butyric acid,,[化] 正丁酸
n-butyrophenone,,[化] 丙基苯基酮; 丙基苯基甲酮
n-butyryl chloride,,[化] 丁酰氯; 正丁酰氯
n-capric acid,,[化] 癸酸; 正癸酸
n-capric aldehyde,,[化] 癸醛; 正癸醛
n-caproaldehyde,,[化] 己醛; 正己醛
n-caproic acid,,[化] 己酸; 正己酸
n-caproylpyrazolone (COPY),,[化] 正己酰吡唑啉酮
n-caprylic acid,,[化] 正辛酸
n-caprylic alcohol,,[化] 正辛醇
n-caprylpyrazolone (CYPY),,[化] 正辛酰吡唑啉酮
n-cell array,,[计] n单元阵列
n-channel MOS,,[计] n沟道金属氧化物半导体
n-channel system,,[计] n个通道系统
N-chloroacetamide,,[化] N-氯乙胺
N-chlorophenyldiazothiourea,,[化] N-氯苯基重氮硫脲
N-chlorosuccinimide,,[化] N-氯代琥珀酰亚胺
n-conduction,,[化] 电子传导率
n-conductor concentric cable,,[电] N导体同心电缆
N-connection,,[计] N层连接
N-core per bit storage,,[计] 每位N个磁心的存储器
n-cube,,[电] n-立方体
N-cyclohexyl-2-benzothiazole sulfenamide,,[化] N-环己基-2-苯并噻唑二次磺酰胺; 硫化促进剂CZ
n-decane,,[化] 癸烷; 正癸烷
n-decanoic acid,,[化] 正癸酸
n-decanol,,[化] 正癸醇
n-decyl alcohol,,[化] 正癸醇
N-density,,[计] N稠密性
N-dibenzyl-beta-chloroethylamine N,,"[医] N,N二苄基-β-氯乙氨"
N-dichloroacetylserine,,[化] N-二氯乙酰丝氨酸
N-diethyl-lauramide N,,[医] 十二酰二乙胺(灭蚴剂)
n-dimensinal cube,,[电] n-维立方体
n-dimensional array,,[计] n维数组
n-dimensional normal distribution,,[计] n维正态分布
N-dimethylserotonin,,[化] N-二甲-5-羟色胺; N-二甲基-5-羟色胺; 蟾毒色胺
n-dinonyl ketone,,[化] 二壬基(甲)酮; 10-十九烷酮; 10-十九碳烷酮
N-diphenylformamide,,[化] N-二苯甲酰胺
n-display,,[电] N显示法
n-docosane,,[化] 二十二烷; 正二十二碳烷
n-dodecane,,[化] (正)十二烷
n-dodecanol,,[建] 月桂醇
n-dotriacontane,,[化] 三十二烷; 正三十二碳烷; 联十六基
n-enanthal(dehyde),,[化] 正庚醛
n-enanthic aldehyde,,[化] 正庚醛
N-entity,,[计] N层实体
N-ethyl acetamide,,[化] N-乙基乙酰胺
N-ethyl acetanilide,,[化] N-乙基乙酰苯胺
N-ethyl benazmide,,[化] N-乙基苯酰胺; N-乙基苯甲酰胺
N-ethyl carbazole,,[化] N-乙基咔唑
N-ethyl pyrrole,,[化] N-乙基吡咯
N-ethyl-m-toluidine,,[化] N-乙基间甲苯胺
N-ethylaniline,,[化] N-乙基苯胺
N-ethylnaphthylamine,,[化] N-乙基萘胺
N-ethylpiperidine,,[医] N-乙基哌啶
N-factor,,[医] N-因子(一种血细胞凝集原)
N-fatty acyl-sphingosine,,[化] N-脂酰鞘氨醇; N-脂肪酰神经鞘氨醇
N-formylpteroic acid,,[化] N-甲酰蝶酸
N-formyltyrosine,,[化] N-甲酰酪氨酸
N-fumarylalanine,,[化] N-富马酰丙氨酸
N-furoyl-N-phenylhydroxylamine (FPHA),,[化] N-呋喃甲酰-N-苯基羟胺
N-glycolyl neuraminate,,[化] N-羟乙酰神经氨酸; N-羟乙酰神经氨糖酸
N-glycylglycine,,[化] N-甘氨酰甘氨酸
n-gram,, n元语法
n-grams,plural of n-gram,(n-gram 的复数)  n元语法
n-heneicosane,,[化] 二十一烷; 正二十一碳烷
n-heptacontane,,[化] 正七十烷; 正七十碳烷
n-heptacosane,,[化] 正二十七烷; 正二十七碳烷
n-heptadecane,,[化] 正十七烷; 正十七碳烷
n-heptadecanoic acid,,[建] 正十七酸
n-heptanal,,[化] 正庚醛
n-heptane,,[化] 正庚烷
n-heptanol,,[化] 正庚醇
n-heptanthiol,,[化] 正庚硫醇
n-heptyl alcohol,,[化] 正庚醇
n-heptyl aldehyde,,[化] 正庚醛
n-heptylacetylene,,[建] 壬炔
n-heptylpenicillin,,"[医] 正庚青霉素, 青霉素K"
n-hexacosane,,[化] 正二十六烷; 正二十六碳烷
n-hexadecane,,[化] 正十六烷; 正十六碳烷
n-hexaldehyde,,[建] 正己醛
n-hexane,,[化] 正己烷
n-hexyl acetate,,[建] 乙酸正己酯
n-hexyl acetylene,,[化] 正己基乙炔; 1-辛炔
n-hexyl alcohol,,[化] 正己醇
n-hexyl cyanide,,[化] 庚腈
n-hexyl ether,,[建] 正己醚
n-hexylene,,[化] 正己烯; 1-己烯
N-hydroxyacetylneuraminic acid,,[化] N-羟乙酰神经氨酸
N-hydroxyethyl-ethylenediamine,,[化] N-羟乙基乙二胺
N-hydroxyethyliminodiacetic acid (HIMDA),,[化] N-羟乙基亚氨基二乙酸
N-hydroxymethyl acrylamide N-,,[化] 羟甲基丙烯酰胺
N-hydroxymethylpyridine,,[化] N-羟甲基吡啶
N-hydroxyphenylglycine,,[化] N-羟苯基甘氨酸
N-imidoylamidine,,[化] N-亚氨脒
N-iodosuccinimide,,[化] N-碘代琥珀酰亚胺
N-isobutylundecylenamide,,[化] N-异丁基十一烯酰胺
n-level address,,[计] n级地址
n-level logic,,[计] n级逻辑
n-level of resolution,,[计] n级分辨率
N-methyl butylamine,,[化] N-甲丁胺
N-methyl-2-pyrrolidone,,[化] N-甲基-2-吡咯烷酮
N-methyl-acetamide,,[化] N-甲基乙酰胺
N-methyl-alpha-phenyl-succinimide,,"[医] N-甲基-α-苯基琥珀酰亚胺, N-甲基-α苯基丁二酰亚胺, 米朗丁"
N-methyl-benzamide,,[化] N-甲基苯甲酰胺
N-methyl-carbostyrile,,[化] N-甲喹诺酮
n-methyl-d-aspartate,, [医]N-甲基-D-天（门）冬氨酸
N-methyl-isatin,,[化] N-甲基靛红
N-methyl-N'-nitro-N-nitrosoguanidine,,[化] N-甲基-N'-硝基-N-亚硝基胍
N-methyl-N-nitro-p-toluenesulfonamide (MNSA),,[化] N-甲基-N-亚硝基对甲苯磺酰胺
N-methyl-p-aminophenol sulfate,,[化] 硫酸对甲氨基苯酚
N-methyl-p-phenylenediamine,,[化] N-甲基对苯二胺
n-methyl-para-aminophenol,,[建] N-甲基一对一氨基苯酚
N-methylacetanilide,,[化] N-甲基乙酰苯胺
N-methylaniline,,[化] N-甲基苯胺
N-methylbenzyl amine,,[化] N-甲苄胺
N-methylbenzyl-aniline,,[化] N-甲苄基苯胺
N-methylcyclohexylamine,,[化] N-甲基环己胺
N-methylglycine,,[化] 肌氨酸; N-甲基甘氨酸
N-methylnicotinamide,,[医] N-甲基烟酰胺
N-methylphenazonium methosulfate,,[化] 甲硫酸N-甲基吩嗪┹
N-methyltaurine,,[化] 甲基牛磺酸; 甲基牛胆碱
N-modular redundancy,,[计] N模冗余
N-mono-sec-octylacetamide(MOAA),,[化] N-单仲辛基乙酰胺
n-n junction,,[电] n-n接合
n-naphthylphthalamic acid,,[建] 抑草生
N-nitroso-piperidine,,[化] N-亚硝基哌啶
n-nonaldehyde,,[化] 正壬醛
n-nonanoic acid,,[建] 壬酸
n-nonoic acid,,[建] 壬酸
n-nonyl acetate,,[建] 乙酸正壬酯
n-nonyl alcohol,,[化] 正壬醇
n-nonyl aldehyde,,[建] 壬醛
n-nonylic acid,,[建] 壬酸
n-octadecane,,[建] 正十八烷
n-octadecanoic acid,,[建] 硬脂酸
n-octadecylamine,,[化] 十八胺
n-octane,,[化] 正辛烷
n-octyl acetate,,[建] 醋酸正辛酯
n-octyl alcohol,,[化] 正辛醇
n-octyl amine,,[化] 辛胺
n-octyl bromide,,[化] 辛基溴; 1-溴辛烷
n-octyl mercaptan,,[建] 正辛硫醇
n-octyl n-decyl adipate,,[建] 己二酸正辛正癸酯
n-octyl n-decyl phthalate,,[建] 酸正辛正癸酯
n-octyl nitrate,,[化] 硝酸辛酯
n-octylic acid,,[化] 正辛酸
n-order,,[计] n阶
n-order recurrence system,,[计] 阶递归系统
n-p junction,,[电] n-p接合
n-p-k,," [医]nitrogen,Phosphorus,Kalium 氮、磷、钾（肥料）"
n-pentane,,[化] 正戊烷
n-pentanoic acid,,[建] 戊酸
n-pentanol,,[化] 正戊醇
N-phenyl succimide,,[化] 琥珀酰苯胺
N-phenylaniline,,[化] 二苯胺
N-phenylanthranilic acid,,[化] N-苯氨茴酸; 邻苯氨基苯甲酸
N-phenylbenzohydoxamic acid,,[化] N-苯基苄羟肟酸
N-phenylglycine,,[化] N-苯基甘氨酸
N-phenylmaleimide,,[化] N-苯基马来酰亚胺
n-phenylmorpholine,,[建] N-苯基吗
N-phenylphthalim-ide,,[化] N-苯基邻苯二酰亚胺
N-phenylphthalimide,,[化] N-苯基邻氨甲酰亚胺; N-邻氨甲酰苯胺
n-phenylpiperazine,,[建] N-苯基
N-phenylsulfanilic acid,,[化] N-苯基对氨苯磺酸
n-plus-one address,,[电] n加一地址指令
n-plus-one address instruction,,[电] n加一地址说明
n-plus-one-address,,[计] n加1地址指令
n-proplbenzene,,[化] 正丙苯
n-propyl,,[化] 正丙基
n-propyl acetate,,[建] 乙酸正丙酯
n-propyl alcohol,,[化] 正丙醇\n[医] 正丙醇
N-propyl aniline,,[化] N-丙基苯胺
n-propyl carbylamine,,[化] 丙胩
n-propyl furoate,,[建] 糠酸正酯
n-propyl mustard oil,,[化] 异硫氰酸丙酯; 丙基芥子油
n-propyl nitrate,,[化] 硝酸正丙酯
n-propyl nitrite,,[化] 亚硝酸正丙酯
N-propylacetanilide,,[化] N-丙基-N-乙酰苯胺
n-propylamine,,[化] 正丙胺; 1-丙胺
n-propylmercaptan,,[建] 正丙硫醇
N-representability,,[化] N可表示性
N-serve,,[化] 2-氨-6-三氯甲基吡啶
n-signal,,[电] n讯号
N-substituted amide,,[化] N-取代酰胺
"N-sulfanilyl-3,4-xylamide",,"[化] N-磺胺酰-3,4-二甲苯甲酰胺"
N-terminal,,[化] N末端; 氨基末端
n-terminal network,,[电] n端网路
N-tert.-butyl-2-benzothiazyl sulfenamide,,[化] N-叔丁基-2-苯并噻唑-亚磺酰胺; 促进剂NBBS
N-tert.-butylacetamide,,[化] N-叔丁乙酰胺
n-tetracosane,,[化] 正二十四烷; 正二十四碳烷
n-tetradecane,,[建] 正十四烷
n-tetradecanol,,[化] 正十四烷醇
n-th,s last or greatest in an indefinitely large series,a. 第n个的；n倍的；最近的
n-tricosane,,[化] 正二十三烷; 正二十三碳烷
n-tridecane,,[化] 十三烷; 正十三碳烷
n-tuple,,"n. n维排列, n元组, n元向量"
n-tuples,plural of n-tuple,"(n-tuple 的复数) n. n维排列, n元组, n元向量"
n-type,,a. （半导体）N型的
n-type conduction,,[电] n型晶体整流器
n-type conductivity,,[电] n型传导系数
n-type crystal rectifier,,[电] N型晶体整流器
n-type germanium,,[电] n型锗
n-type semiconductor,,[化] n型半导体
n-undecane,,[建] 正十一烷
n-undecylenic alcohol,,[建] 醋酸十一烯酯
n-undecylic aldehyde,,[化] 正十一醛
n-valeral,,[化] 正戊醛
n-valeraldehyde,,[建] 正戊醛
n-valued logic,,[计] 多值逻辑
n-variable cube,,[电] n变量立方体
n-word,,abbr. nonce word (word coined for the occasion) 适合现在的话（为某场合而准备的话）
n-word element,,[计] n字向量
n-zone,,[电] N带
n.,,abbr. 名词
N. A.,,"[医] 数值口径, 光口"
N. A. D.,,[医] 无明显疾病
N. C. G,,[医] 全国护士总会(美国)
N. P. N.,,[医] 非蛋白氮
N. T. P.,,[医] 正常温度与压力
N. Y. D.,,[医] 尚未诊断
N. Y. Stock Exchange,,[网络] 纽约证券交易所
N.B.,,abbr. 留心(=New Brunswick)新布伦兹维克\n[网络] 注意；毒品调查科；代表人民的利益
N.C.A.,,[医] 神经性循环衰弱
N.C.I. mixture,,[医] 萘木溜油碘仿合剂
N.C.I. powder NCI,,"[医] NCL散(含96%萘.2%木溜油,2%碘仿)"
N.H.K.,,日本广播协会
n.h.p.,,"额定马力, 标称马力"
N.N.N. medium,,[医] 三N培养基
N.N.R.,,[医] 非法定新药集
n.wt,,[计] 净重
N.y.,,[经] 纽约
n.y. comex,,[经] 纽约交易所
N.y.comex,,[经] 纽约期货交易所
N.z.,,[经] 新西兰
n/a,," （用于回答表格问题）不相关, 不适用"
n/c,, [医][=nerves and circulation]神经与循环
NA,n a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natural compounds (especially in salt water); burns with a yellow flame and reacts violently in water; occurs in sea water and in the mineral halite (rock salt),"北美洲, 国立研究院院士, 国立研究院, 国民军\n[医] 钠(11号元素)"
Na-Dene,n. a family of North American Indian languages,"n. 纳—德内语(北美印第安语族)[参较 stock, 亦作 Nadene, Na-Déné]"
Na-fusidic acid,,[化] 梭链孢素(梭链孢酸的钠盐)
NAA,,全国航空协会(美国)\n[化] 中子活化分析
NAACP,,abbr. 全国有色人种协进会（National Association for the Advancement of Colored People）
naafa,, [医][=National Association of Aid Fat Americans]美国肥胖症防治协会
NAAFI,,"n. (英国)海陆空军小吃部及小卖部经营机构, 海陆空军小吃部(或小卖部)"
naag,,abbr. National Association of Attorneys General 全国普通律师协会; NATO Army Advisory Group 北大西洋公约组织陆军顾问团
naam,,"[法] 扣取, 动产扣押"
naama,, [地名] [阿尔及利亚] 纳马
naan,n leavened bread baked in a clay oven in India; usually shaped like a teardrop,n. 奶奶（小孩儿语）
naans,plural of naan\nn leavened bread baked in a clay oven in India; usually shaped like a teardrop,(naan 的复数) n. 奶奶（小孩儿语）
naaqs,, [医][=National Ambient Air Quality Standards]国家环境空气质量标准
naar,," [计]= Next Address Assembly Register,下一地址汇编寄存器"
naartjie,, 南非柑橘
Naas,plural of NAA,(NAA 的复数) 全国航空协会(美国)\n[化] 中子活化分析
naaw,,abbr. National Association of Accordion Wholesalers 全国手风琴批发商协会
naawp,,abbr. National Association for the Advancement of White People 全国白人进步协会
naaws,-s form of naaw,(naaw 的第三人称 -s形式) abbr. National Association of Accordion Wholesalers 全国手风琴批发商协会
nab,v. tag the base runner to get him out\nv. seize suddenly,"vt. 捉住, 逮捕, 抢夺\n[电] 国际广播协会的简写"
nab curve nab,,[电] 曲线
naba,,abbr. North American Benefit Association 北美互助协会; North American Butterfly Association 北美蝴蝶协会; National Association of Black Accountants 全国黑人会计师协会; 4-acetoxy-3-ni-trobenzoic acid 4-乙酰氧基-3-硝基苯（甲）酸（科技符号）
nabalus,n genus of North American and east Asian perennial herbs; sometimes included in genus Prenanthes,"[医] 那芭拉菊, 福王草"
Nabalus serpentarius,,[网络] 纳巴拉蛇蛇
nabam,,"n. [化]代森钠(一种水溶性无色晶体,用作杀菌剂)"
Nabarro,,纳巴罗(姓氏)
Nabataea,,"n. 纳巴泰（西南亚阿拉伯古王国, 等于Nabatea）"
nabataean,,a. 纳巴泰的；纳巴泰人的；纳巴泰语的\nn. 纳巴泰人；纳巴泰王国
nabataeans,plural of nabataean,(nabataean 的复数) adj. 纳巴泰的；纳巴泰人的；纳巴泰语的\nn. 纳巴泰人；纳巴泰王国
nabb,,v. 捉住;逮捕[犯人等] ;抢去
nabba,,纳布拉琴
nabbed,imp. & p. p. of Nab,"v. 逮住, 捉住（某人）( nab的过去式和过去分词 )"
nabber,,n. 抓人者
nabbie,,n. 苏格兰捕鲱船
nabbing,v tag the base runner to get him out\nv take into custody\nv seize suddenly,"[法] 逮住, 抓住"
nabbing-cull,,[网络] 咬人的
Nabby,,Abigail的爱称
nabc,,abbr. National Association of Building Centers 全国建筑中心协会
nabe,,"n. 邻近地区, 居住区内的电影院"
naber,,abbr. National Association of Business and Educational Radio 国家商业与教育无线电协会
Nabeshima,,n. (日本)锅岛窑瓷器
nabesna,, [地名] [美国] 纳贝斯纳
nabet,,abbr. National Association of Broadcast Employees and Technicians <美国>全国广播雇员和技术员协会
nabf,, [体]全国业余棒球联合会
nabi,,n. 伊斯兰教的先知
Nabiist,,纳比派画家
nabil,, [地名] [俄罗斯] 纳比利河
nabilone,,[化] 大麻隆
nabim,,abbr. National Association of Band Instrument Manufacturers <美国>全国管乐器制造商协会
Nabisco,,n. 纳贝斯克
Nabit,n. Pulverized sugar candy.,硝甘炸药
nabj,,abbr. National Association of Black Journalists 全国黑人新闻记者协会
nabla,,"纳布拉琴, 劈形算符(数学符号), 微分算符[子]"
nablab,,"n. 低酒精啤酒, 无酒精啤酒"
nablabs,plural of nablab,"(nablab 的复数) n. 低酒精啤酒, 无酒精啤酒"
nablock,,圆结核体岩石
Nablus,n. an ancient city in the West Bank to the north of Jerusalem; the home of Jacob in biblical times,"纳布卢斯(西南亚巴勒斯坦地区的城市,在约旦河西岸)"
nabob,n. a wealthy man (especially one who made his fortune in the Orient),"n. 印度莫卧儿帝国的地方长官, 在印度发财的欧洲人, 富豪"
nabobery,,"n. 财主常去的地方, 大富翁光临之地"
nabobess,,"n. 女财主, 女富婆, 财主的老婆, 富翁的妻子"
nabobism,,"n. 巨富, 荣华富贵"
nabobs,-s form of nabob\nn. a wealthy man (especially one who made his fortune in the Orient),"(nabob 的第三人称 -s形式) n.印度莫卧儿帝国的地方长官, 在印度发财的欧洲人, 富豪"
nabobship,,n. (印度莫卧儿帝国时代)地方行政长官的职位(或管辖区)
naboctate,,氧菲辛酯
Nabokov,n. United States writer (born in Russia) (1899-1977),纳博科夫（人名）
Nabokovian,,a. (俄裔美国小说家) 纳巴科夫(式)的
naboo,,n. 纳布星
naboom,n small tree of dry open parts of southern Africa having erect angled branches suggesting candelabra,巨大戟
nabor,,abbr. neighbor 邻居，邻国
nabors,, [人名] 内伯斯
Naboth,,n. 拿伯
