word,definition,translation
Jabroni,"A loser, poser, lame-ass.\r\n\r\nOne who talks the talk, but could never walk the walk.\r\n\r\nOne who talks shit and doesn't back it up, but rather ends up eating their shit in return.\r\n\r\nA fuckin 'tard.\n> Bill: ""Hey Bob, you're a big pussy!""\n> Bob: ""oh yeah, well..(breaks Bill's face in half)...who's the fuckin' pussy now you fuckin Jabroni?!""\n> Damn Jabroni's, I'm always breaking my foot off in their asses!\n",
jabs,n a sharp hand gesture (resembling a blow)\nn a quick short straight punch\nn the act of touching someone suddenly with your finger or elbow\nv poke or thrust abruptly\nv strike or punch with quick and short blows\nv stab or pierce,"n. 猛击, 戳( jab的名词复数 )\nv. （用尖物）戳( jab的第三人称单数 ); 猛击; （用尖物）捅"
jac,,abbr. 飞机制造联合委员会（oint Aircraft Committee）
jaca,,abbr. Japan Air Cleaning Association 日本空气清洁协会
jacal,,n. 小茅屋
jacala,, [地名] [墨西哥] 哈卡拉
jacals,,<法>（墨西哥和美国西部的）小茅屋( jacal的名词复数 )
jacamar,n tropical American insectivorous bird having a long sharp bill and iridescent green or bronze plumage,"n. [鸟] 一种食虫鸟(产于美洲之鸟,嘴尖,羽毛呈青铜色)"
jacana,"n. Any of several wading birds belonging to the genus Jacana\n   and several allied genera, all of which have spurs on the wings. They\n   are able to run about over floating water weeds by means of their very\n   long, spreading toes. Called also surgeon bird.","n. [动] 水雉（一种小涉禽,产于热带）"
jacanas,"plural of jacana\nn. Any of several wading birds belonging to the genus Jacana\n   and several allied genera, all of which have spurs on the wings. They\n   are able to run about over floating water weeds by means of their very\n   long, spreading toes. Called also surgeon bird.","(jacana 的复数) n.[动] 水雉（一种小涉禽,产于热带）"
jacaranda,n an important Brazilian timber tree yielding a heavy hard dark-colored wood streaked with black,"n. 蓝花楹, 黄檀"
Jacaranda caroba,,[医] 巴西蓝花楹
jacarandas,plural of jacaranda\nn an important Brazilian timber tree yielding a heavy hard dark-colored wood streaked with black,"(jacaranda 的复数) n. 蓝花楹, 黄檀"
jacareuba,,[医] 巴西红厚壳
Jacarta,,n. 雅加达(印尼首都)
jacconette,,防水布
Jaccoud's dissociated fever,,"[医] 雅库氏分离性热(脉搏缓慢不整的发热,见于成人结核性脑膜炎)"
Jaccoud's sign,,"[医] 雅库氏征(白血病时,胸骨上切迹的主动脉隆起)"
jace,,abbr. Jason 贾森
Jacek,,n. (Jacek)人名；(波)亚采克
jacent,"a. Lying at length; as, the jacent posture.", 临近的
jaci,,abbr. Journal of Allergy and Clinical Immunology <变态反应与临床免疫学杂志>
jacinta,,n. (Jacinta)人名；(西、葡)雅辛塔
jacinth,n a red transparent variety of zircon used as a gemstone,"n. 红锆石, 橘红色\n[化] 风信子石; 红锆石"
jacinthe,,"n. 淡橙色,淡橘红色"
jacinto,,n. (Jacinto)人名；(西)哈辛托；(葡)雅辛托；(意)亚钦托
jack,n. a small worthless amount\nn. a small ball at which players aim in lawn bowling\nn. an electrical device consisting of a connector socket designed for the insertion of a plug\nn. game equipment consisting of one of several small six-pointed metal pieces that are picked up while bouncing a ball in the game of jacks,"n. 插座, 千斤顶, 男人\nvt. 抬起, 提醒, 扛举, 增加, 提高, 放弃\na. 雄的\n[计] 插座"
jack bean,,[医] 刀豆
Jack Benny,,[网络] 杰克·本尼；杰克班尼
jack bolt,,[化] 定位螺栓
jack cable real,,[电] 电绝卷轴抬座
Jack Cade,,n. 杰克·凯德
jack connection,,[计] 插孔连接
jack crevalle,,【鱼类】(产于美国佛罗里达半岛西海岸一带的)马鲹 (Caranx hippos)[亦作 crevalle jack]
Jack Dempsey,,n. 杰克·登普西
jack engine,,辅助发动机
jack fastener,,[电] 插口条扣闩
jack field,,"[计] 插孔, 插座"
Jack Frost,,严寒
jack in,,"停止, 不愿继续"
Jack in office,,"打官腔的官吏,狐假虎威的官员"
Jack Kennedy,,[网络] 肯尼迪；杰克肯尼迪；或杰克甘乃迪
Jack Kerouac,,凯鲁亚克
jack ladder,, 索梯，软梯
Jack Lemmon,,[网络] 杰克·莱蒙；杰克李蒙；林蒙
Jack London,,[网络] 杰克伦敦；美国作家；伦敦，美国作家
jack mackerel,," 茄克竹荚鱼, 对称竹荚鱼, 新西兰竹荚鱼"
Jack Nicklaus,,[网络] 尼克劳斯；杰克尼克劳斯；杰克尼高斯
jack oak,,[网络] 杰克橡木
Jack of all trades,,"多面手,百事通"
Jack of all trades and master of none,,n. 三脚猫
jack off,, 引导绕纱
jack panel,,[计] 插孔板
jack pine,, 短叶松
jack plane,,[机] 粗刨
jack plub,,[电] 插子及插座
jack plug,,"n. 插头, 插塞"
Jack Robinson,,杰克·罗宾逊
Jack Roosevelt Robinson,,[网络] 杰基·罗宾森
Jack Ruby,,n. 杰克·鲁比
jack salmon,,un. 〔动〕黄麻鲈\n[网络] 萨蒙
jack screw,,[计] 千斤顶螺丝
jack screwing,,[经] (策略上的)抬高市价
jack shit,, = jack n. (6)
jack socket,,"[计] 插孔, 插座"
Jack Sprat,,"矮子, 侏儒"
jack spring,,[电] 插口弹簧
jack stand,,千斤顶支架\n保安支架
jack star,,[机] 星形铁
jack sth up,,用千斤顶顶起
jack strip,,[计] 插口簧片
jack switch,,"[计] 弹簧开关, 插口开关"
Jack Tar,,水兵；水手
Jack the Ripper,,[网络] 开膛手杰克；开膛手捷克；杰克开膛手
jack thompson,, [人名]杰克·汤普森
jack up,," <俚>用千斤顶顶起; <口>提高, 增加; <口>把凌乱的东西安排[料理]好"
jack up paltform,,[经] 自升式平台
jack up sth,,用千斤顶顶起
Jack William Nicklaus,,[网络] 杰克·威廉姆·尼克劳斯；杰克-尼克劳斯
Jack-a-dandy,"n. A little dandy; a little, foppish, impertinent\n   fellow.",n. 花花公子
jack-a-lantern,,[网络] 杰克灯笼
Jack-a-Lent,"n. A small stuffed puppet to be pelted in Lent; hence, a\n   simple fellow.","n. 小玩偶, 小人物"
jack-by-the-hedge,,[网络] 葱芥
jack-down,,[机] 松顶
jack-ended trunk,,[电] 插口线端中继线
jack-in-a-box,,n. 打开盒子即跳出一个奇异小人的玩具盒
Jack-in-office,,n. 自命不凡的小官吏
jack-in-the-box,n. plaything consisting of a toy clown that jumps out of a box when the lid is opened,n. 儿童玩偶盒
jack-in-the-boxes,n. plaything consisting of a toy clown that jumps out of a box when the lid is opened,n. 打开盒子即跳出一个奇异小人的玩具盒( jack-in-the-box的复数形式 )
jack-in-the-pulpit,n common American spring-flowering woodland herb having sheathing leaves and an upright club-shaped spadix with overarching green and purple spathe producing scarlet berries\nn common European arum with lanceolate spathe and short purple spadix; emerges in early spring; source of a starch called arum,n. [植] 印度天南星
jack-knife,,"n. 大折刀\nvt. 用大折刀切/戳\nvi. 弯身, (分节连接的车辆在打滑时)中间突然弯折失控"
jack-knifed,,vi. 中间呈V形弯
jack-knifes,,vi. 中间呈V形弯
jack-knifing,,vi. 中间呈V形弯
jack-knives,,n. （随身携带的）大折刀；镰刀式跳水 (jackknife的变形)
jack-o,, [电影]杰克博士
jack-o'-lantern,n. lantern carved from a pumpkin,"n. 鬼火, 空心南瓜灯"
jack-o-lantern,n a large poisonous agaric with orange caps and narrow clustered stalks; the gills are luminescent,"n. 磷火, 行踪不定的人, 使人迷惑的事物"
jack-o-lantern fungus,,[网络] 千斤顶真菌
Jack-of-all-trades,,"n. 能做各种事情的人, 万事通先生, 杂而不精的人, 万能博士"
jack-off,,手淫
jack-plug,,[计] 插头
jack-pot,,满贯；杰克壶；彩票头奖
jack-pots,plural of jack-pot,(jack-pot 的复数) 满贯；杰克壶；彩票头奖
jack-pudding,,n. 丑角
jack-tar,n a man who serves as a sailor,"n. 水手, 水兵"
jack-the-rags,,n. 旧货商
jack-towel,,n. 环状毛巾
jack-up,,[机] 顶起
jackal,n. Old World nocturnal canine mammal closely related to the dog; smaller than a wolf; sometimes hunts in a pack but usually singly or as a member of a pair,"n. 豺, 帮凶, 走狗\nvi. 当走狗"
jackall,,v. 当走狗
jackalope,,鹿角兔
jackals,n. Old World nocturnal canine mammal closely related to the dog; smaller than a wolf; sometimes hunts in a pack but usually singly or as a member of a pair,n. 豺( jackal的复数形式 )
jackals of the same lair,,一丘之貉
jackanapes,n someone who is unimportant but cheeky and presumptuous,"n. 自大而鲁莽的人, 顽童, 猿"
jackaroo,,"n. 实习, 无经验者, 新手\nvi. 实习, 当新手"
jackasery,,n. 愚蠢的行为
jackass,n a man who is a stupid incompetent fool\nn male donkey,"n. 公驴, 愚蠢的人, 傻瓜"
jackass bat,, 驴蝠
jackass of all trades,A person who is exceptionally bad at everything.\n> Stefan is a dork. Give him anything to do and he'll screw it up. Jackass of all trades.\n,
jackass penguin,, 驴企鹅
jackassery,,"n. 蠢事, 愚蠢"
jackasses,n. a man who is a stupid incompetent fool\nn. male donkey,n. 公驴；愚蠢的人
jackbar,,钻机支柱
Jackbean,,(=Canavalia)刀豆(属)
jackbird,,灰冠雀
jackbit,,"可拆式钻头, 活钻头, 岩心钻头, 凿岩机钎子, 手持式风钻钎子"
jackblock,,顶升构件法
jackboot,n (19th century) a man's high tasseled boot,n. 长统靴
jackbooted,,"a. 穿长统靴(半统军靴)的；与长统靴相搭配的; 好斗的；侵略的；粗暴的, 残暴的"
jackboots,n. (19th century) a man's high tasseled boot,"n. （过膝的军用）长筒靴( jackboot的复数形式 ); 铁靴政策（强迫别人屈服的粗暴手段）, 压迫者; 马靴"
jackdaw,n. common black-and-grey Eurasian bird noted for thievery,n. 寒鸦
jackdaws,n. common black-and-grey Eurasian bird noted for thievery,n. 寒鸦( jackdaw的复数形式 )
jackdrill,,凿岩机
jacked,v lift with a special device\nv hunt with a jacklight,v. 抬高（价格等）；用千斤顶顶起（jack的过去分词）
jacked crystallizer,,[化] 刮面式套管结晶器
jackengine,,n. 辅助发动机
jacker,,n. 千斤顶；插座；男人 (jack的变形)
jackeroo,,"n. 新手, 无经验者 \nv. 当新手"
jacket,n. a short coat\nn. an outer wrapping or casing\nn. the outer skin of a potato\nn. the tough metal shell casing for certain kinds of ammunition,"n. 夹克, 外套, 护套\nvt. 给...穿夹克, 给...装护套"
jacket cable,,[电] 电绝护套
jacket cancer,,[医] 铠甲状癌
jacket closure,,[化] 夹套盖板
jacket cooling,,[化] 夹套冷却; 水套冷却; 套管冷却
jacket crown,,[医] 甲冠
jacket filler,,[计] 缩微胶卷装盒器
jacket head,,[化] 夹套封头
jacket heating,,[化] 夹套加热
jacket of water,,[化] 水套; 水夹套
jacket outside cylinder,,[化] 夹套外筒
jacket potato,,n. 带皮烤的马铃薯
jacket safety relief valve,,[化] 保温套安全阀
jacket shoulderless crown,,[医] 无肩甲冠
jacket side,,[化] 夹套侧
jacket test pressure,,[化] 夹套试验压力
jacket type water-cooled cupola,,[机] 套箱式水冷熔铁炉
jacket water,,[化] 夹套水
jacketed,v provide with a thermally non-conducting cover\nv put a jacket on,a. 有套的；备有夹套的
jacketed autoclave,,"[医] 蒸汽夹层压热器, 蒸汽夹层高压釜"
jacketed cooler,,[化] 夹套冷却器
jacketed crystallizer,,[化] 夹套结晶器
jacketed evaporator,,[化] 带夹套的蒸发器; 套层蒸发器
jacketed heat exchanger,,[化] 夹套式换热器
jacketed heat-exchanger,,[化] 夹套式换热器
jacketed kettle,,[化] 带夹套的锅
jacketed pump,,[化] 夹套泵
jacketed still,,[化] 带夹套的釜
jacketed vessel,,[化] 夹套式容器
jacketed wall,,[化] 套壁
jacketing,v provide with a thermally non-conducting cover\nv put a jacket on,"n. 机套, 殴打, 鞭打\n[法] 殴打, 鞭打"
jacketless,,a. jacket的变形
jackets,n a short coat\nn an outer wrapping or casing\nn (dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth\nn the outer skin of a potato\nn the tough metal shell casing for certain kinds of ammunition\nv provide with a thermally non-conducting cover\nv put a jacket on,n. 短上装；夹克衫（jacket的复数）
jackett,, [人名] [英格兰人姓氏] 杰基特 Jack的昵称
jacketts,, [人名] 杰基茨
jackey,,n. 杜松子酒
jackfield,,"n. 插孔板,塞孔盘"
jackfish,,n. [鱼]狗鱼(尤指幼鱼或小鱼)
jackfruit,n. East Indian tree cultivated for its immense edible fruit and seeds\nn. immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted,n. 木波罗
jackfruit tree,,[网络] 菠萝蜜树；波萝蜜树；波罗蜜果树
jackfurnace,,修釬炉; 锻釬炉
jackfurnance,,修钎炉
jackhammer,n a hammer driven by compressed air,n. 手提钻
jackhammers,plural of jackhammer\nn a hammer driven by compressed air,(jackhammer 的复数) n. 手提钻
jacki,,n. (Jacki)人名；(法)雅基
jackie,,n. 杰基（人名）
Jackie Robinson,,杰基·罗宾森（球星）
jacking,v lift with a special device\nv hunt with a jacklight,v. 顶托；提高；用篝灯猎捕；训斥（jack的现在分词）
jacking off,masturbating\n> i like to jack off\n,
jacking screw,,[化] 顶起螺丝
jacking-up,,"[经] 抬高市价, 增加"
jackingbolt,,顶举螺栓
Jackintosh,"A computer used exclusively for porn.\n> I have my desktop for work and my family tablet, or as I refer to it, my Jackintosh.\n",
jackknife,"n. a dive in which the diver bends to touch the ankles before straightening out\nv. dive into the water bending the body at the waist at a right angle, like a jackknife","n. 大折合式刀, 屈体跳水\nvi. 弯身\nvt. 用大折刀切"
jackknife clam,,[网络] 折刀蛤
jackknife-fish,, [医]高鳍石首鱼
jackknifed,"v dive into the water bending the body at the waist at a right angle, like a jackknife","v. 对折, 用折叠刀切( jackknife的过去式和过去分词 )"
jackknifes,,"对折, 用折叠刀切( jackknife的第三人称单数 )"
jackknifing,"v dive into the water bending the body at the waist at a right angle, like a jackknife","摺刀切割, 折裂"
jackladder,,"n. 木踏板绳梯, 跳板"
jackleg,,"a. 未成熟的, 不正直的, 权宜之计的"
jackler,, [人名] 杰克勒
jacklift,,起重托架
jacklight,n. a light used as a lure in hunting or fishing at night\nv. hunt with a jacklight,n. 照明灯\nvi. 用照明灯渔猎
Jacklin,,杰克林
jackling,, [人名] 杰克林
Jackman,"n. One wearing a jack; a horse soldier; a retainer. See 3d\n   Jack, n.\nn. A cream cheese.",杰克曼（人名）
jackmanizing,,深度渗碳; 深渗碳处理
Jackmans,"plural of Jackman\nn. One wearing a jack; a horse soldier; a retainer. See 3d\n   Jack, n.\nn. A cream cheese.",(Jackman 的复数) 杰克曼（人名）
jackmen,pl.  of Jackman,杰克曼（人名）
jackmill,,锻钎机
jacknife position,,"[医] 折刀状卧位(仰卧,肩部垫高,腿屈曲)"
jacknut,,"起重螺帽(装在气缸体上, 拆卸时用)"
Jacko,,n. (Jacko)人名；(塞、捷)亚茨科
jackplug,,有插销的接线板
jackplugs,-s form of jackplug,(jackplug 的第三人称 -s形式) 有插销的接线板
jackpot,n. any outstanding award,"n. 最大赌注, (彩票的)头奖, 最大成功, 意外的成功/奖赏, 困境"
jackpots,n. the cumulative amount involved in a game (such as poker)\nn. any outstanding award,"n. 累积赌注, 累积奖金( jackpot的复数形式 )"
jackpudding,n. A merry-andrew; a buffoon.,"n. 丑角, 滑稽的人"
jackrabbit,"n. large hare of western North America\nv. go forward or start with a fast, sudden movement",n. 长耳大野兔
jackrod,,钻杆(手持式风钻)
jackrolling,,[法] 用酒灌醉后行窃
jacks,n. a game in which jackstones are thrown and picked up in various groups between bounces of a small rubber ball,n. 抓子游戏；家伙；小伙子（jack的复数）
jacks-of-all-trades,,n. 万能博士( jack-of-all-trades的名词复数 ); 万事通; 杂而不精的人; 三脚猫
jacksboro,, [地名] [美国] 杰克斯伯勒
jackscrew,n. screw-operated jack,n. 螺旋起重机\n[医] 螺旋正牙器
jacksepticeye,"A very loud irish youtuber. He is also the BOSS of BOSSNESS! Having over one million subscribers on youtube, he keeps a close connection to his fans. Did I mention he is BOSSSS?\n> ""Jacksepticeye is BOSS!""\n",
jackshaft,,n. [汽] 中间动轴
jacksie,,n. <俚>屁股
jacksmelt,n a relatively large silversides of the Pacific coast of North America (known to reach 18 inches in length),n. [鱼](产于美国加利福尼亚州沿海的) 银汉鱼
jacksnipe,n. a small short-billed Old World snipe,n. 姬鹬
jackson,n. English film actress who later became a member of British Parliament (born in 1936)\nn. United States singer who began singing with his four brothers and later became a highly successful star during the 1980s (born in 1958)\nn. United States singer who did much to popularize gospel music (1911-1972),n. 杰克逊（男子名）；杰克逊（美国密西西比州的城市）
Jackson candle turbidimeter,,[化] 杰克逊蜡烛浊度计
Jackson Hole,,杰克逊霍尔（地名）
Jackson methodology,,[计] 杰克逊方法学
Jackson Pollock,,杰克逊·波洛克（美国画家）
Jackson system development,,[计] 杰克逊系统开发
Jackson's bronchoesophagoscope,,[医] 杰克逊氏支气管食管镜
Jackson's candle turbidimeter,,[医] 杰克逊氏烛光比浊计
Jackson's epilepsy,,[医] 杰克逊氏癫痫(皮质性癫痫)
jackson's law,,[医] 杰克逊氏定律(最晚发生的神经机能最早损坏)
Jackson's membrane,,[医] 杰克逊氏[粘连]膜(帆)(引起膜性结肠周炎)
Jackson's membranes,,[医] 杰克逊氏[粘连]膜(引起膜性结肠周炎)
Jackson's rule,,"[医] 杰克逊氏规律(癫痫发作后,低级神经机能先行恢复)"
Jackson's safety triangle,,[医] 杰克逊氏安全三角
Jackson's sign,,[医] 杰克逊氏征(气喘病样哮鸣)
Jackson's syndrome,,[医] 杰克逊氏综合征(舌下迷走副神经麻痹综合征)
Jackson's veil,,[医] 杰克逊氏(粘连)帆(引起膜性结肠周炎)
jacksonian,n. a follower of Andrew Jackson or his ideas\na. of or pertaining to Andrew Jackson or his presidency or his concepts of popular democracy,a. 美国第七任总统杰克逊的；杰克逊思想的
Jacksonian democracy,,杰克逊式民主
Jacksonian epilepsy,,[医] 杰克逊氏癫痫(皮质性癫痫)
jacksonism,,[医] 杰克逊氏学说(关于人脑的分化程度)
jacksonite,,艳杆沸石
jacksons,, [地名] [新西兰] 杰克逊斯
jacksonville,n. Florida's largest city; a port and important commercial center in northeastern Florida,n. 杰克逊维尔（美国佛罗里达州东北部港市）
jacksrew,,[电] 插口螺旋
jackstaff,,n. 舰(或船)首旗杆
jackstay,"n. A rail of wood or iron stretching along a yard of a\n   vessel, to which the sails are fastened.","n. 支索, 稳定索"
jackstone,n. One of the pebbles or pieces used in the game of\n   jackstones.\nn. A game played with five small stones or pieces of metal.\n   See 6th Chuck.,n. 小卵石
jackstones,,n. 抓子游戏的子儿；同“jacks”
jackstraw,n. a thin strip of wood used in playing the game of jackstraws,"n. 稻草人, 小木片(游戏用), 骨片(游戏用)"
jackstraws,,n. 稻草人；(抽杆游戏用的)细木杆[塑料杆等]\n[网络] 草人儿；司法大臣杰克一斯特劳；史卓
jacksy,,n. <俚>屁股
jacky,,n. 水手；杜松子酒
jackyard,,"辅助帆横桁, 纵帆斜顶杆"
jackyarder,,"(四角斜桁)辅助帆, 纵上帆"
jackymovite,,铜硅镁铀矿
jacl,,abbr. Japanese-American Citizens League 日-美公民联盟
jaclyn,, [人名] 贾克琳
jacmel,, [地名] [海地] 雅克梅勒
jaco,, [地名] [哥斯达黎加、墨西哥] 哈科
jacob,"n. French biochemist who (with Jacques Monod) studied regulatory processes in cells (born in 1920)\nn. (Old Testament) son of Isaac; brother of Esau; father of the twelve patriarchs of Israel; Jacob wrestled with God and forced God to bless him, so God gave Jacob the new name of Israel (meaning `one who has been strong against God')",n. [圣经]雅各（以色列人的祖先）；雅各布（男子名）
Jacob Epstein,,[网络] 雅各布-爱泼斯坦；艾普斯汀；雅各埃伯斯坦
Jacob Harmensen,,[网络] 雅各布·赫门森
jacob sartorius,"A fuck boy in its purest form. Or more conmonly known as a young fuck boy. Also known as fuck boy master.\n> ""Dude your nephew is a Jacob Sartorius""\n",
Jacob's ladder,,na. 【圣】(雅各在梦中见到的)天使上下的天梯\n[网络] 异世浮生；绳梯；雅各布的阶梯
Jacob's membrane,,"[医] 雅布氏膜, [视网膜]杆体[锥体]层"
Jacob's membranes,,"[医] 雅各布氏膜, [视网膜]杆体[锥体]层"
Jacob's rod,,[网络] 雅各布的杖
Jacob's staff,,na. 香客杖；(测量器的)支架；测高器；测距器\n[网络] 十字测天仪；罗盘支杆；柴柯氏杆
Jacob's ulcer,,[医] 雅各布氏溃疡(睑侵驶性溃疡)
Jacob's wound,,"[医] 雅各布氏创伤, 软下疳"
jacoba,, [女子名] 雅各芭 Jacob的阴性; [地名] [圭亚那] 雅各巴
Jacobaeus operation,,[医] 雅科贝厄斯氏手术(胸膜粘连松解术)
